date,home_name,home_image,away_name,away_image,status,venue,referee,attendance,round
05.03.2026 17:00,USK Prague,https://static.flashscore.com/res/image/data/G2zjDL9r-ChSX0y3Q.png,Slavia Prague,https://static.flashscore.com/res/image/data/hjpUVzgl-jeiZAy37.png,,,,,
