date,home_name,home_image,away_name,away_image,status,venue,referee,attendance,round
05.03.2026 23:00,Alabama State W,https://static.flashscore.com/res/image/data/8KQHYLyS-xhqVEDeT.png,Grambling St. W,https://static.flashscore.com/res/image/data/YyIysDCa-YeGehce6.png,,,,,
