date,home_name,home_image,away_name,away_image,status,venue,referee,attendance,round
05.03.2026 14:45,Chabeb Batroun,https://static.flashscore.com/res/image/data/baXk5xXg-Kr3X4KZ6.png,Champville,https://static.flashscore.com/res/image/data/xMx7iaZg-xbheFvDg.png,Postponed,,,,
