date,home_name,home_image,away_name,away_image,status,venue,referee,attendance,round
05.03.2026 23:00,Southern Miss,https://static.flashscore.com/res/image/data/OvE2Irjl-jsMTAAgs.png,James Madison,https://static.flashscore.com/res/image/data/IDdtFOwS-GKHzCqzJ.png,,,,,
