date,home_name,home_image,away_name,away_image,status,venue,referee,attendance,round
05.03.2026 20:00,Southern Mississippi W,https://static.flashscore.com/res/image/data/l2qfVVzB-8p9CKJ6f.png,Louisiana Monroe W,https://static.flashscore.com/res/image/data/UeiFIygl-WvSm1hR6.png,,,,,
