date,home_name,home_image,away_name,away_image,status,venue,referee,attendance,round
05.03.2026 22:30,Saint Marys Gaels W,https://static.flashscore.com/res/image/data/67mm2TEG-Qk5LGxwD.png,San Diego W,https://static.flashscore.com/res/image/data/Kdj9Yahl-Gpsv4lTq.png,,,,,
