date,home_name,home_image,away_name,away_image,status,venue,referee,attendance,round
05.03.2026 18:00,Slask Wroclaw,https://static.flashscore.com/res/image/data/nPD8BmeM-67e6XRIA.png,Dabrowa Gornicza,https://static.flashscore.com/res/image/data/fT1cNfZA-6uT8nWqH.png,,,,,
