date,home_name,home_image,away_name,away_image,status,venue,referee,attendance,round
05.03.2026 20:30,Wofford W,https://static.flashscore.com/res/image/data/hGXAd4xS-ELUidaio.png,Samford Bulldogs W,https://static.flashscore.com/res/image/data/lnZCwkwS-dGIfg3lN.png,,,,,
