date,home_name,home_image,away_name,away_image,status,venue,referee,attendance,round
05.03.2026 23:00,Iona,https://static.flashscore.com/res/image/data/ObcF0ZBr-KroSEwRL.png,Sacred Heart,https://static.flashscore.com/res/image/data/faIN0heM-IBQAEL6i.png,,,,,
