date,home_name,home_image,away_name,away_image,status,venue,referee,attendance,round
05.03.2026 16:00,Fairleigh Dickinson W,https://static.flashscore.com/res/image/data/GASdKvf5-hl71doL1.png,St. Francis (PA) W,https://static.flashscore.com/res/image/data/fNWGzcCr-rug7m8BJ.png,,,,,
