date,home_name,home_image,away_name,away_image,status,venue,referee,attendance,round
05.03.2026 18:00,Hradec Kralove,https://static.flashscore.com/res/image/data/dQDzvgGG-0YUMT3Fn.png,Olomoucko,https://static.flashscore.com/res/image/data/WrhYGPXg-W2MldPYu.png,,,,,
