date,home_name,home_image,away_name,away_image,status,venue,referee,attendance,round
05.03.2026 15:00,Al-Rayyan,https://static.flashscore.com/res/image/data/Cfbp7rxS-48GTuOEi.png,Al Ahli,https://static.flashscore.com/res/image/data/xprkrucM-nRb9oAsS.png,Postponed,,,,
