date,home_name,home_image,away_name,away_image,result_home,result_away,status,venue,referee,attendance,round,totalLocal,firstLocal,secondLocal,thirstLocal,fourthLocal,extraLocal,totalAway,firstAway,secondAway,thirstAway,fourthAway,extraAway
05.03.2026 08:30,Melbourne United,https://static.flashscore.com/res/image/data/KKaGREzB-tbuPR9vB.png,Tasmania JackJumpers,https://static.flashscore.com/res/image/data/fajTj3h5-EHxXqm9L.png,82,68,Finished,,,,,82,15,25,16,26,,68,17,14,24,13,
