date,home_name,home_image,away_name,away_image,status,venue,referee,attendance,round
05.03.2026 16:00,Loyola Chicago W,https://static.flashscore.com/res/image/data/ERFS0ICa-465dCCXe.png,St. Bonaventure W,https://static.flashscore.com/res/image/data/80kQrFyS-nyIgTpJ9.png,,,,,
