date,home_name,home_image,away_name,away_image,result_home,result_away,status,venue,referee,attendance,round,totalLocal,firstLocal,secondLocal,thirstLocal,fourthLocal,extraLocal,totalAway,firstAway,secondAway,thirstAway,fourthAway,extraAway
05.03.2026 16:00,Mazeikiai,https://static.flashscore.com/res/image/data/C6ZSY6Da-dnRJeLis.png,Telsiai,https://static.flashscore.com/res/image/data/QcNzbIBr-0GaQhmqB.png,14,15,1st Quarter,,,,,14,14,,,,,15,15,,,,
