date,home_name,home_image,away_name,away_image,result_home,result_away,status,venue,referee,attendance,round,totalLocal,firstLocal,secondLocal,thirstLocal,fourthLocal,extraLocal,totalAway,firstAway,secondAway,thirstAway,fourthAway,extraAway
05.03.2026 03:30,Los Angeles Clippers,https://static.flashscore.com/res/image/data/riqrdljl-dhz9Qt1I.png,Indiana Pacers,https://static.flashscore.com/res/image/data/YyvHJVCa-OGagz1v1.png,130,107,Finished,,,,,130,42,21,39,28,,107,25,26,26,30,
