date,home_name,home_image,away_name,away_image,result_home,result_away,status,venue,referee,attendance,round,totalLocal,firstLocal,secondLocal,thirstLocal,fourthLocal,extraLocal,totalAway,firstAway,secondAway,thirstAway,fourthAway,extraAway
05.03.2026 00:00,Davidson,https://static.flashscore.com/res/image/data/Eopu9hxS-hQzxzvnK.png,Saint Josephs Hawks,https://static.flashscore.com/res/image/data/ADXqwNh5-QylofQSh.png,67,70,Finished,,,,,67,0,35,0,32,,70,0,37,0,33,
