date,home_name,home_image,away_name,away_image,status,venue,referee,attendance,round
05.03.2026 16:00,Zalgiris Kaunas 2,https://static.flashscore.com/res/image/data/ALRiUkWg-vPD8wRmq.png,Rytas 2,https://static.flashscore.com/res/image/data/pO9gsYhl-v9sfjU7k.png,,,,,
