date,home_name,home_image,away_name,away_image,status,venue,referee,attendance,round
05.03.2026 19:30,Sacred Heart Pioneers W,https://static.flashscore.com/res/image/data/bRmkQmAr-UBcq2tYt.png,St. Peters W,https://static.flashscore.com/res/image/data/Uw0tGcZg-Ek0dJZD2.png,,,,,
