date,home_name,home_image,away_name,away_image,status,venue,referee,attendance,round
05.03.2026 23:00,Maine Black Bears W,https://static.flashscore.com/res/image/data/6BPHf4Wg-pUWbriRD.png,New Hampshire Wildcats W,https://static.flashscore.com/res/image/data/GzWYUvEa-xdcNjQfS.png,,,,,
