date,home_name,home_image,away_name,away_image,status,venue,referee,attendance,round
05.03.2026 19:45,Real Madrid,https://static.flashscore.com/res/image/data/GnbCKDYA-bXlcmj9T.png,Virtus Bologna,https://static.flashscore.com/res/image/data/8CYuAxf5-8nbIunjj.png,,,,,
