date,home_name,home_image,away_name,away_image,status,venue,referee,attendance,round
05.03.2026 18:00,South Dakota State Jackrabbits W,https://static.flashscore.com/res/image/data/UJexDOHG-4ziseUDm.png,UMKC W,https://static.flashscore.com/res/image/data/IPmN0Ail-6moAujxD.png,,,,,
