País,Liga,Link Liga,Partido,Resultado,Estado,Link Partido,Hora
AMERICA,World Cup - Qualification - First round,https://www.flashscore.com/basketball/world/world-cup/,Chile vs Venezuela,27-41,Q31,https://www.flashscore.com/match/basketball/chile-dC1bPVSc/venezuela-OxAh6ZMk/?mid=AqFy1B7C,
AMERICA,World Cup - Qualification - First round,https://www.flashscore.com/basketball/world/world-cup/,Cuba vs Uruguay,2-5,Q12,https://www.flashscore.com/match/basketball/cuba-jFbhY951/uruguay-xGdicTPn/?mid=OSGT2Xx0,
EUROPE,Euroleague,https://www.flashscore.com/basketball/europe/euroleague/,Hapoel Tel-Aviv vs Paris,VS,Finalizado,https://www.flashscore.com/match/basketball/hapoel-tel-aviv-x0WjVzjP/paris-CdCP6AWf/?mid=2qLEDb74,17:00
USA,NBA,https://www.flashscore.com/basketball/usa/nba/,Washington Wizards vs Houston Rockets,VS,Finalizado,https://www.flashscore.com/match/basketball/houston-rockets-Sr9PQALP/washington-wizards-W6vGWPsn/?mid=Uer1SwJ8,00:00
USA,NBA,https://www.flashscore.com/basketball/usa/nba/,Milwaukee Bucks vs Boston Celtics,VS,Finalizado,https://www.flashscore.com/match/basketball/boston-celtics-KYD9hVEm/milwaukee-bucks-QTBEW6rC/?mid=YsxR9V2s,00:30
USA,NBA,https://www.flashscore.com/basketball/usa/nba/,Utah Jazz vs Denver Nuggets,VS,Finalizado,https://www.flashscore.com/match/basketball/denver-nuggets-CxvW27TI/utah-jazz-hGuCX5Su/?mid=2NTs6m26,02:00
USA,NBA,https://www.flashscore.com/basketball/usa/nba/,Golden State Warriors vs Los Angeles Clippers,VS,Finalizado,https://www.flashscore.com/match/basketball/golden-state-warriors-SxUtXqch/los-angeles-clippers-vPeTYlqm/?mid=AmXk4RWI,03:00
USA,NCAA,https://www.flashscore.com/basketball/usa/ncaa/,Cleveland State vs IU Indy,VS,FRO,https://www.flashscore.com/match/basketball/cleveland-state-xC0O4mib/iu-indy-CUvftpQe/?mid=dbi43jdd,00:00
USA,NCAA,https://www.flashscore.com/basketball/usa/ncaa/,Delaware State vs South Carolina St,VS,FRO,https://www.flashscore.com/match/basketball/delaware-state-0IkdMwC8/south-carolina-st-YagMyk98/?mid=ja6OsT1m,00:00
USA,NCAA,https://www.flashscore.com/basketball/usa/ncaa/,Howard vs Coppin State,VS,FRO,https://www.flashscore.com/match/basketball/coppin-state-E5oMJn6i/howard-bison-2D2sWSIS/?mid=SGqYHW2e,00:00
USA,NCAA,https://www.flashscore.com/basketball/usa/ncaa/,Md.-East. Shore vs N. Carolina Central,VS,FRO,https://www.flashscore.com/match/basketball/md-eastern-shore-Akb0HCq5/n-carolina-central-xlIeQZGq/?mid=Q1bjYZpd,00:00
USA,NCAA,https://www.flashscore.com/basketball/usa/ncaa/,NC State vs Duke,VS,FRO,https://www.flashscore.com/match/basketball/duke-blue-devils-URtEEZYf/nc-state-0SQTUF8S/?mid=WvmjF4qT,00:00
USA,NCAA,https://www.flashscore.com/basketball/usa/ncaa/,Incarnate Word vs Stephen F. Austin,VS,FRO,https://www.flashscore.com/match/basketball/incarnate-word-cardinals-YyxXL4l5/stephen-f-austin-be6Ep40f/?mid=OxnhsZTj,00:30
USA,NCAA,https://www.flashscore.com/basketball/usa/ncaa/,Nicholls State vs McNeese State,VS,FRO,https://www.flashscore.com/match/basketball/mcneese-state-UujhJYEh/nicholls-state-MNAMD4iD/?mid=6cLe1fLM,00:30
USA,NCAA,https://www.flashscore.com/basketball/usa/ncaa/,UTRGV vs Northwestern St.,VS,FRO,https://www.flashscore.com/match/basketball/northwestern-st-OEHIn5ys/utrgv-dxCOYueG/?mid=xITv5xMc,00:30
USA,NCAA,https://www.flashscore.com/basketball/usa/ncaa/,New Orleans vs SE Louisiana,VS,FRO,https://www.flashscore.com/match/basketball/new-orleans-GQ7EFQM0/se-louisiana-vPlIJTOR/?mid=AVRn3GjA,01:00
USA,NCAA,https://www.flashscore.com/basketball/usa/ncaa/,Northern Arizona vs Montana State,VS,FRO,https://www.flashscore.com/match/basketball/montana-state-rwDzZJvi/northern-arizona-lCDYT366/?mid=8Wz8bumf,01:00
USA,NCAA,https://www.flashscore.com/basketball/usa/ncaa/,Northern Colorado vs Montana,VS,FRO,https://www.flashscore.com/match/basketball/montana-zmOoQRzi/northern-colorado-8IPiUNLC/?mid=06Xa01Is,01:00
USA,NCAA,https://www.flashscore.com/basketball/usa/ncaa/,Texas A&M-CC vs East Texas A&M,VS,FRO,https://www.flashscore.com/match/basketball/east-texas-a-m-university-fgoaPJW0/texas-a-m-cc-Gx4nT1HT/?mid=hfeMne6T,01:00
USA,NCAA,https://www.flashscore.com/basketball/usa/ncaa/,Houston Christian vs Lamar,VS,FRO,https://www.flashscore.com/match/basketball/houston-christian-MVE4UCPk/lamar-pS6F6pHE/?mid=nHEHfzDE,01:30
USA,NCAA,https://www.flashscore.com/basketball/usa/ncaa/,Arizona vs Iowa State,VS,FRO,https://www.flashscore.com/match/basketball/arizona-wildcats-f5QbXMfL/iowa-state-IVoor6eq/?mid=tEYL9r7j,02:00
USA,NCAA,https://www.flashscore.com/basketball/usa/ncaa/,East. Washington vs Idaho,VS,FRO,https://www.flashscore.com/match/basketball/east-washington-OYXEKPMD/idaho-vandals-4Ml9RnRq/?mid=tIKRI9Y8,02:00
USA,NCAA,https://www.flashscore.com/basketball/usa/ncaa/,Portland State vs Weber State,VS,FRO,https://www.flashscore.com/match/basketball/portland-state-MJzdcb4U/weber-state-QLzybSD6/?mid=nFkh55Ma,03:00
USA,NCAA,https://www.flashscore.com/basketball/usa/ncaa/,Sacramento State vs Idaho State,VS,FRO,https://www.flashscore.com/match/basketball/idaho-state-jsqZR6tj/sacramento-state-lzYjHWPF/?mid=ltqGdJH6,03:00
USA,NCAA,https://www.flashscore.com/basketball/usa/ncaa/,Louisiana Lafayette vs Georgia State,VS,FRO,https://www.flashscore.com/match/basketball/georgia-state-ULgqVcra/louisiana-lafayette-6TswZ5W2/?mid=MZZcpRJM,23:00
USA,NCAA,https://www.flashscore.com/basketball/usa/ncaa/,Maine Black Bears vs UMass Lowell,VS,FRO,https://www.flashscore.com/match/basketball/maine-black-bears-p0Ah2gF5/umass-lowell-44S1rptC/?mid=2Jw2LsSq,23:00
USA,NCAA,https://www.flashscore.com/basketball/usa/ncaa/,New Hampshire Wildcats vs Bryant University,VS,FRO,https://www.flashscore.com/match/basketball/bryant-university-2VHOlrA9/new-hampshire-wildcats-bedXGSxr/?mid=juKdsPl3,23:00
USA,NCAA,https://www.flashscore.com/basketball/usa/ncaa/,NJIT vs UMBC Retrievers,VS,FRO,https://www.flashscore.com/match/basketball/njit-SpDDxlUD/umbc-retrievers-SQ8eIhUb/?mid=AqsAJLdd,23:00
USA,NCAA,https://www.flashscore.com/basketball/usa/ncaa/,South Carolina vs Tennessee,VS,FRO,https://www.flashscore.com/match/basketball/south-carolina-gamecocks-SxiVC5W7/tennessee-volunteers-8IahX5mh/?mid=Y9SRmQNE,23:00
USA,NCAA,https://www.flashscore.com/basketball/usa/ncaa/,Buffalo vs Eastern Michigan,VS,FRO,https://www.flashscore.com/match/basketball/buffalo-l875Yjwg/eastern-michigan-ljCb3Nas/?mid=G2cbJpo3,23:30
USA,NCAA,https://www.flashscore.com/basketball/usa/ncaa/,Georgia vs Alabama,VS,FRO,https://www.flashscore.com/match/basketball/alabama-crimson-tide-h8I8INuS/georgia-bulldogs-Yg0zXJDn/?mid=tzWZo4hR,23:30
USA,NCAA,https://www.flashscore.com/basketball/usa/ncaa/,Stony Brook vs Towson,VS,FRO,https://www.flashscore.com/match/basketball/stony-brook-fNaNrrV6/towson-tigers-YoMgpsHG/?mid=lz2qYKBk,23:30
ARGENTINA,Liga Femenina Women - Clausura,https://www.flashscore.com/basketball/argentina/liga-femenina-women/,Deportivo Chanares W vs Quimsa W,0-2,Q11,https://www.flashscore.com/match/basketball/deportivo-chanares-GrFkLb1K/quimsa-6oOwEGhh/?mid=vBfB7ijA,
ARGENTINA,Liga Femenina Women - Clausura,https://www.flashscore.com/basketball/argentina/liga-femenina-women/,San Jose W vs Bochas W,7-0,Q12,https://www.flashscore.com/match/basketball/bochas-4jhi4Wm4/san-jose-dQlq6hJi/?mid=nybJ5VKM,
ARGENTINA,Liga Femenina Women - Clausura,https://www.flashscore.com/basketball/argentina/liga-femenina-women/,Avellaneda W vs Quimsa W,VS,Finalizado,https://www.flashscore.com/match/basketball/nautico-avellaneda-Q7s3wRU3/quimsa-6oOwEGhh/?mid=2LgrMj53,23:00
BELARUS,Premier League,https://www.flashscore.com/basketball/belarus/premier-league/,Grodno vs Minsk,VS,Finalizado,https://www.flashscore.com/match/basketball/bc-minsk-4EG5Vzys/grodno-MXrXQwaf/?mid=zDitoep1,14:30
EUROPE,AdmiralBet ABA League - Losers stage,https://www.flashscore.com/basketball/europe/admiralbet-aba-league/,Split vs Perspektiva Ilirija,VS,Finalizado,https://www.flashscore.com/match/basketball/ilirija-fNfJBWiR/split-SdkN7dEQ/?mid=ID1Gijlg,18:00
EUROPE,ABA League 2,https://www.flashscore.com/basketball/europe/aba-league-2/,Podgorica vs Helios Domzale,VS,Finalizado,https://www.flashscore.com/match/basketball/helios-domzale-SUdZNeTJ/podgorica-WSKyZv9i/?mid=rRdHvPD4,17:00
EUROPE,ABA League 2,https://www.flashscore.com/basketball/europe/aba-league-2/,Student Igokea vs Primorje,VS,Finalizado,https://www.flashscore.com/match/basketball/primorje-2JOMulNS/student-igokea-UsAZR5xo/?mid=dpVlteKr,19:00
EUROPE,Latvian-Estonian League,https://www.flashscore.com/basketball/europe/latvian-estonian-league/,Keila KK vs BC Kalev/Cramo,VS,Finalizado,https://www.flashscore.com/match/basketball/bc-kalev-cramo-nZyexjoc/keila-kk-AJP3NLKh/?mid=EgBlFV63,17:30
EUROPE,Euroleague Women - Promotion - Play Offs,https://www.flashscore.com/basketball/europe/euroleague-women/,Galatasaray W vs Landes W,VS,Finalizado,https://www.flashscore.com/match/basketball/galatasaray-QVsEcuNO/landes-M3o6O2WH/?mid=0pkBFIDL,17:30
EUROPE,Euroleague Women - Promotion - Play Offs,https://www.flashscore.com/basketball/europe/euroleague-women/,Venezia W vs Schio W,VS,Finalizado,https://www.flashscore.com/match/basketball/schio-h4Y1lKRQ/venezia-boBUqvzr/?mid=AyGSo2BE,18:30
EUROPE,Liga Unike Women,https://www.flashscore.com/basketball/europe/liga-unike-women/,Bashkimi W vs Flamurtari W,VS,Finalizado,https://www.flashscore.com/match/basketball/bashkimi-ppbalBVB/flamurtari-Iwh8pQ0d/?mid=ze74QbyJ,17:30
EUROPE,Liga Unike Women,https://www.flashscore.com/basketball/europe/liga-unike-women/,Peja W vs Tirana W,VS,Finalizado,https://www.flashscore.com/match/basketball/peja-MZvjVqSF/tirana-842YjSNS/?mid=Uc4dSK66,18:00
EUROPE,WABA League Women - Play Offs,https://www.flashscore.com/basketball/europe/waba-league-women/,Cinkarna Celje W vs Rilski Sportist W,VS,Finalizado,https://www.flashscore.com/match/basketball/cinkarna-celje-pQb5D4Tn/rilski-sportist-2goKmqlF/?mid=YirvHWDk,16:00
KAZAKHSTAN,National League,https://www.flashscore.com/basketball/kazakhstan/national-league/,Kaspiy Aktau vs Astana,VS,Finalizado,https://www.flashscore.com/match/basketball/astana-hOUwVHKf/kaspiy-aktau-ADi56t16/?mid=dzblZYSG,14:00
KAZAKHSTAN,Higher League,https://www.flashscore.com/basketball/kazakhstan/higher-league/,ChelSU Kostanay vs BC Almaty 2,VS,Finalizado,https://www.flashscore.com/match/basketball/bc-almaty-z1dSXAvq/chelsu-kostanay-6a09oQdH/?mid=x8TOAHYi,08:00
KAZAKHSTAN,Higher League,https://www.flashscore.com/basketball/kazakhstan/higher-league/,Tobol Kostanay 2 vs CHAMP1ON,VS,Finalizado,https://www.flashscore.com/match/basketball/champ1on-IPl5FQX8/tobol-kostanay-QuYch23D/?mid=ALRW8e34,10:30
KAZAKHSTAN,National League Women,https://www.flashscore.com/basketball/kazakhstan/national-league-women/,Zhetysu W vs Aktau W,VS,Finalizado,https://www.flashscore.com/match/basketball/kaspiy-aktau-nmEN2FCd/zhetysu-YPCYwM4E/?mid=d2rJMy3N,08:00
LEBANON,Division 1,https://www.flashscore.com/basketball/lebanon/division-1/,Tadamon Hrajel vs Antranik Beirut,VS,Finalizado,https://www.flashscore.com/match/basketball/antranik-beirut-GhD4uYhl/tadamon-hrajel-joqUdu0J/?mid=EaGrSgAE,18:30
LITHUANIA,NKL - Losers stage,https://www.flashscore.com/basketball/lithuania/nkl/,Ukmerges Stekas vs Jurbarkas,VS,Finalizado,https://www.flashscore.com/match/basketball/jurbarkas-Qg4acK02/ukmerges-stekas-MLLsvJoR/?mid=j1f4Rzv2,17:00
MEXICO,CIBACOPA,https://www.flashscore.com/basketball/mexico/cibacopa/,Astros vs Ostioneros de Guaymas,VS,Finalizado,https://www.flashscore.com/match/basketball/astros-de-jalisco-pfhA3VcA/ostioneros-de-guaymas-voJcd0id/?mid=bF9Dirs2,02:15
NETHERLANDS,WBL Women,https://www.flashscore.com/basketball/netherlands/wbl-women/,Triple Threat W vs Binnenland W,VS,FRO,https://www.flashscore.com/match/basketball/binnenland-f7r5tiIn/triple-threat-YortrTEA/?mid=65m8gbfU,19:30
NORTH MACEDONIA,Prva Liga Women,https://www.flashscore.com/basketball/north-macedonia/prva-liga-women/,Basket Kam W vs Sport Tim W,VS,FRO,https://www.flashscore.com/match/basketball/basket-kam-zRAQ5RBD/sport-tim-Ig8Bev99/?mid=EmB1vE9M,19:00
RUSSIA,Super League,https://www.flashscore.com/basketball/russia/super-league/,Dynamo Vladivostok vs Ufa,VS,Finalizado,https://www.flashscore.com/match/basketball/dynamo-vladivostok-ARo8fcah/ufa-MNpepecp/?mid=U5kvQ5W8,09:15
SLOVAKIA,Extraliga Women - Winners stage,https://www.flashscore.com/basketball/slovakia/extraliga-women/,Piestanske Cajky W vs Slavia Banska Bystrica W,VS,Finalizado,https://www.flashscore.com/match/basketball/piestanske-cajky-E7ika9oT/slavia-banska-bystrica-4llAK2zr/?mid=voE8xVxB,17:00
SLOVAKIA,Extraliga Women - Winners stage,https://www.flashscore.com/basketball/slovakia/extraliga-women/,Samorin W vs MBK Ruzomberok W,VS,Finalizado,https://www.flashscore.com/match/basketball/ruzomberok-hbxgTaWf/samorin-61tcSJo1/?mid=zwi89W8O,17:00
SLOVAKIA,Extraliga Women - Winners stage,https://www.flashscore.com/basketball/slovakia/extraliga-women/,Young Angels Kosice W vs Slovan Bratislava W,VS,Finalizado,https://www.flashscore.com/match/basketball/slovan-bratislava-tjiCHcFO/young-angels-kosice-8zYoSEKe/?mid=Qct6CyKs,18:00
SLOVENIA,1. SKL Women,https://www.flashscore.com/basketball/slovenia/1-skl-women/,Ilirija W vs Maribor W,VS,Finalizado,https://www.flashscore.com/match/basketball/ilirija-IcXgubpI/maribor-OCZrW5Zk/?mid=zgFDHVHa,20:00
