País,Liga,Link Liga,Partido,Resultado,Estado,Link Partido,Hora
EUROPE,Euroleague - Play Offs,https://www.flashscore.com/basketball/europe/euroleague/,Zalgiris Kaunas vs Fenerbahce,81-78,Finalizado,https://www.flashscore.com/match/basketball/fenerbahce-rDhoZR1l/zalgiris-kaunas-6JbDYvUs/?mid=UwAgpx96,
EUROPE,Euroleague - Play Offs,https://www.flashscore.com/basketball/europe/euroleague/,Panathinaikos vs Valencia,87-91,Finalizado,https://www.flashscore.com/match/basketball/panathinaikos-bqRyXX9C/valencia-6w8lqYGE/?mid=b1tQPPsm,
USA,NBA - Play Offs,https://www.flashscore.com/basketball/usa/nba/,Oklahoma City Thunder vs Los Angeles Lakers,108-90,Finalizado,https://www.flashscore.com/match/basketball/los-angeles-lakers-ngegZ8bg/oklahoma-city-thunder-0fHFHEWD/?mid=nungPz1N,
USA,NBA - Play Offs,https://www.flashscore.com/basketball/usa/nba/,New York Knicks vs Philadelphia 76ers,VS,Finalizado,https://www.flashscore.com/match/basketball/new-york-knicks-WCNO4nbt/philadelphia-76ers-vwRW2QSh/?mid=OxuYoJH6,23:00
ARGENTINA,Liga A - Play Offs,https://www.flashscore.com/basketball/argentina/liga-a/,Obras Sanitarias vs Instituto de Cordoba,73-75,Finalizado,https://www.flashscore.com/match/basketball/instituto-de-cordoba-rJPlbMMq/obras-sanitarias-nLruKIQK/?mid=82ftvC7F,
BELARUS,Premier League - Play Offs,https://www.flashscore.com/basketball/belarus/premier-league/,Grodno vs Rubon,85-62,Finalizado,https://www.flashscore.com/match/basketball/grodno-MXrXQwaf/rubon-AkHGSaUs/?mid=dIPOsPXH,
BRAZIL,LBF Women,https://www.flashscore.com/basketball/brazil/lbf-women/,Sao Jose W vs Sodie Mesquita W,17-20,Q21,https://www.flashscore.com/match/basketball/sao-jose-4tEBCtVb/sodie-mesquita-8GsSriO5/?mid=O03lVo2b,
BRAZIL,LBF Women,https://www.flashscore.com/basketball/brazil/lbf-women/,Maringa W vs Campinas W,VS,Finalizado,https://www.flashscore.com/match/basketball/campinas-p43ZC1nH/maringa-4MvZgtP0/?mid=jm5tX7Xo,23:00
CHINA,CBA - Play Offs,https://www.flashscore.com/basketball/china/cba/,Beijing vs Guangdong,102-94,Finalizado,https://www.flashscore.com/match/basketball/beijing-ducks-SAw2AC7g/guangdong-AJ0E9WMa/?mid=YkTpATRp,
CHINA,CBA - Play Offs,https://www.flashscore.com/basketball/china/cba/,Shanghai vs Shandong,84-79,Finalizado,https://www.flashscore.com/match/basketball/shandong-Iq4M7AiC/shanghai-bRoFHR5U/?mid=MTzaJX4b,
COLOMBIA,LBP - Apertura,https://www.flashscore.com/basketball/colombia/lbp/,Paisas vs Piratas de Bogota,99-82,Finalizado,https://www.flashscore.com/match/basketball/paisas-W8EElfdk/piratas-de-bogota-4OULOkda/?mid=Wd3dCAJ7,
COLOMBIA,LBP - Apertura,https://www.flashscore.com/basketball/colombia/lbp/,Motilones del Norte vs Caribbean Storm Islands,51-41,Q34,https://www.flashscore.com/match/basketball/caribbean-storm-islands-8hO139VO/motilones-del-norte-Sb8YL6n1/?mid=UkIFH5em,
CROATIA,Prva Liga - Play Offs,https://www.flashscore.com/basketball/croatia/prva-liga/,Kastela vs Skrljevo,87-81,Finalizado,https://www.flashscore.com/match/basketball/kastela-zRhc51y3/skrljevo-Eas0UPNt/?mid=GdscXmuf,
CROATIA,Premijer Liga Women - Play Offs,https://www.flashscore.com/basketball/croatia/premijer-liga-women/,Studio Zagreb W vs Sibenik W,54-72,Finalizado,https://www.flashscore.com/match/basketball/sibenik-bujNFH8T/studio-zagreb-vmhLQWH9/?mid=I1sZhZVs,
CZECH REPUBLIC,NBL - Play Offs,https://www.flashscore.com/basketball/czech-republic/nbl/,Usti n. Labem vs Opava,87-72,Finalizado,https://www.flashscore.com/match/basketball/opava-CEfXf6Mb/usti-nad-labem-2cjn4a8A/?mid=f74BDcJG,
DOMINICAN REPUBLIC,LNB,https://www.flashscore.com/basketball/dominican-republic/lnb/,Marineros vs Leones,95-89,Finalizado,https://www.flashscore.com/match/basketball/leones-s-d-S4ELQ9Xa/marineros-2onu5hMs/?mid=8QhlzicJ,
DOMINICAN REPUBLIC,LNB,https://www.flashscore.com/basketball/dominican-republic/lnb/,Soles vs Heroes de Moca,86-88,Finalizado,https://www.flashscore.com/match/basketball/heroes-de-moca-xfeHvvde/soles-s-d-nVAu0bbt/?mid=0KuzbfkQ,
EUROPE,AdmiralBet ABA League - Play Offs,https://www.flashscore.com/basketball/europe/admiralbet-aba-league/,Dubai vs Spartak Subotica,102-74,Finalizado,https://www.flashscore.com/match/basketball/dubai-b7EUA43e/spartak-subotica-f3MFiPKg/?mid=U3uJUqo1,
EUROPE,AdmiralBet ABA League - Play Offs,https://www.flashscore.com/basketball/europe/admiralbet-aba-league/,Partizan Mozzart Bet vs KK Bosna,81-73,Finalizado,https://www.flashscore.com/match/basketball/kk-bosna-fDSNcFi7/partizan-mozzart-bet-GAiz1YL6/?mid=2ZWFgjzq,
EUROPE,BNXT League,https://www.flashscore.com/basketball/europe/bnxt-league/,Den Helder vs Den Bosch,109-64,Finalizado,https://www.flashscore.com/match/basketball/den-bosch-4W1bkk62/den-helder-C65m3JCD/?mid=4bYcme4n,
EUROPE,BNXT League,https://www.flashscore.com/basketball/europe/bnxt-league/,Antwerp Giants vs BAL Weert,119-62,Finalizado,https://www.flashscore.com/match/basketball/antwerp-giants-E9uuQfaG/bal-weert-nPN6XyJd/?mid=CUKEqD3B,
EUROPE,BNXT League,https://www.flashscore.com/basketball/europe/bnxt-league/,LWD Basket vs Leiden,74-100,Finalizado,https://www.flashscore.com/match/basketball/leiden-Ch1QroKQ/lwd-basket-4O10rR4K/?mid=QDM6oZYb,
EUROPE,BNXT League,https://www.flashscore.com/basketball/europe/bnxt-league/,Rotterdam vs Donar Groningen,76-90,Finalizado,https://www.flashscore.com/match/basketball/donar-groningen-QX2dq7kE/feyenoord-dQxcwPsl/?mid=EZhlTiJU,
EUROPE,BNXT League,https://www.flashscore.com/basketball/europe/bnxt-league/,Belfius Mons vs Spirou Charleroi,79-101,Finalizado,https://www.flashscore.com/match/basketball/belfius-mons-fau3zUF9/spirou-charleroi-6qzYltcE/?mid=6VxmR4mp,
EUROPE,BNXT League,https://www.flashscore.com/basketball/europe/bnxt-league/,Brussels Basketball vs Mechelen,56-57,Finalizado,https://www.flashscore.com/match/basketball/circus-brussels-6RL7j9dc/mechelen-StAGlmR9/?mid=jNGiPQX2,
EUROPE,BNXT League,https://www.flashscore.com/basketball/europe/bnxt-league/,Kortrijk vs Oostende,96-80,Finalizado,https://www.flashscore.com/match/basketball/kortrijk-d4speO1r/oostende-4QEDHaUf/?mid=4pN7LrXR,
EUROPE,BNXT League,https://www.flashscore.com/basketball/europe/bnxt-league/,Leuven Bears vs Zwolle,69-61,Finalizado,https://www.flashscore.com/match/basketball/leuven-bears-Cr8MJhxp/zwolle-landstede-hammers-W2Xaz3C0/?mid=rVYbN42F,
EUROPE,BNXT League,https://www.flashscore.com/basketball/europe/bnxt-league/,Limburg vs Okapi Aalst,99-85,Finalizado,https://www.flashscore.com/match/basketball/limburg-0fEMgMc1/okapi-aalst-dI2iPEEM/?mid=vqyePrId,
FRANCE,LFB Women - Play Out,https://www.flashscore.com/basketball/france/lfb-women/,Lyon W vs La Roche W,72-53,Finalizado,https://www.flashscore.com/match/basketball/la-roche-EBBxr5Xc/lyon-fHqEMt1U/?mid=zFLpRBNp,
FRANCE,LFB Women - Play Out,https://www.flashscore.com/basketball/france/lfb-women/,Toulouse W vs Angers W,69-93,Finalizado,https://www.flashscore.com/match/basketball/angers-COQ23h4A/toulouse-pxLQOw0O/?mid=vqzFWXaN,
GERMANY,Pro A - Play Offs,https://www.flashscore.com/basketball/germany/pro-a/,Bremerhaven vs Artland,78-74,Finalizado,https://www.flashscore.com/match/basketball/artland-EkSjlHm3/bremerhaven-vadYibtl/?mid=4fHWxJ1l,
GERMANY,Pro A - Play Offs,https://www.flashscore.com/basketball/germany/pro-a/,Gottingen vs Kirchheim,99-87,Finalizado,https://www.flashscore.com/match/basketball/gottingen-dz7ThvRs/kirchheim-MZefbRJM/?mid=xOgJBt3k,
GERMANY,Pro A - Play Offs,https://www.flashscore.com/basketball/germany/pro-a/,Phoenix Hagen vs PS Karlsruhe,90-66,Finalizado,https://www.flashscore.com/match/basketball/phoenix-hagen-j51PxKiN/ps-karlsruhe-vBjlFEo7/?mid=f1u7McH7,
GREECE,Basket League - Play Offs,https://www.flashscore.com/basketball/greece/basket-league/,Peristeri vs PAOK,72-77,Finalizado,https://www.flashscore.com/match/basketball/paok-4UTqgXPe/peristeri-Q96Izpwc/?mid=hMGAwq3n,
HUNGARY,NB I. A - 5th-8th places,https://www.flashscore.com/basketball/hungary/nb-i-a/,Budapesti Honved Se vs DEAC,92-70,Finalizado,https://www.flashscore.com/match/basketball/budapesti-honved-se-MkCH5pB4/debreceni-egyetem-zLeWNVnf/?mid=rZoYohi2,
HUNGARY,NB I. A Women - Play Offs,https://www.flashscore.com/basketball/hungary/nb-i-a-women/,TFSE W vs Sopron W,52-73,Finalizado,https://www.flashscore.com/match/basketball/sopron-WUZNDf3g/tfse-l4pSotJH/?mid=EDIctJxQ,
HUNGARY,NB I. A Women - 5th-8th places,https://www.flashscore.com/basketball/hungary/nb-i-a-women/,Ujbuda BEAC W vs Csata TKK W,59-56,Finalizado,https://www.flashscore.com/match/basketball/csata-tkk-U5mC8Xm4/ujbuda-beac-QRqWNv3S/?mid=QHTO2Cl4,
