País,Liga,Link Liga,Partido,Resultado,Estado,Link Partido,Hora
AFRICA,World Cup - Qualification - First round,https://www.flashscore.com/basketball/world/world-cup/,Rwanda vs Nigeria,VS,Finalizado,https://www.flashscore.com/match/basketball/nigeria-dGg4qDPf/rwanda-8jc8rXv1/?mid=phhLQziR,09:00
AFRICA,World Cup - Qualification - First round,https://www.flashscore.com/basketball/world/world-cup/,Tunisia vs Guinea,VS,Finalizado,https://www.flashscore.com/match/basketball/guinea-UDpveFzh/tunisia-0YcT6fnE/?mid=4xZiLEEl,12:00
AFRICA,World Cup - Qualification - First round,https://www.flashscore.com/basketball/world/world-cup/,Cape Verde vs Libya,VS,Finalizado,https://www.flashscore.com/match/basketball/cape-verde-8IkdSXP7/libya-UJ00wOMJ/?mid=r7hCYUmC,14:00
AFRICA,World Cup - Qualification - First round,https://www.flashscore.com/basketball/world/world-cup/,Egypt vs Uganda,VS,Finalizado,https://www.flashscore.com/match/basketball/egypt-EuhmiH28/uganda-MNDPFDNe/?mid=KAjmA9Np,15:00
AFRICA,World Cup - Qualification - First round,https://www.flashscore.com/basketball/world/world-cup/,Ivory Coast vs Madagascar,VS,Finalizado,https://www.flashscore.com/match/basketball/ivory-coast-SrdijyIE/madagascar-pzHnhF8r/?mid=zZGm3tg3,15:00
AFRICA,World Cup - Qualification - First round,https://www.flashscore.com/basketball/world/world-cup/,South Sudan vs Cameroon,VS,Finalizado,https://www.flashscore.com/match/basketball/cameroon-URjhTDA1/south-sudan-lrZCMYgi/?mid=nua3ziJa,17:00
AFRICA,World Cup - Qualification - First round,https://www.flashscore.com/basketball/world/world-cup/,Angola vs Mali,VS,Finalizado,https://www.flashscore.com/match/basketball/angola-r7dSSgee/mali-0dfalFnR/?mid=0Q9GFVaN,18:00
AFRICA,World Cup - Qualification - First round,https://www.flashscore.com/basketball/world/world-cup/,D.R. Congo vs Senegal,VS,Finalizado,https://www.flashscore.com/match/basketball/d-r-congo-CxzqfZkb/senegal-jFnDsif7/?mid=zqK1uw1d,18:00
AMERICA,World Cup - Qualification - First round,https://www.flashscore.com/basketball/world/world-cup/,Venezuela vs Brazil,88-103,Finalizado,https://www.flashscore.com/match/basketball/brazil-z7GIj3B9/venezuela-OxAh6ZMk/?mid=xfNw99zn,
AMERICA,World Cup - Qualification - First round,https://www.flashscore.com/basketball/world/world-cup/,Uruguay vs Cuba,VS,Finalizado,https://www.flashscore.com/match/basketball/cuba-jFbhY951/uruguay-xGdicTPn/?mid=p2TJDliI,21:40
AUSTRALASIA,World Cup - Qualification - First round,https://www.flashscore.com/basketball/world/world-cup/,Syria vs Iran,VS,Finalizado,https://www.flashscore.com/match/basketball/iran-QVaGIxlS/syria-nmDdiza6/?mid=UBfAWHy8,13:30
AUSTRALASIA,World Cup - Qualification - First round,https://www.flashscore.com/basketball/world/world-cup/,India vs Lebanon,VS,Finalizado,https://www.flashscore.com/match/basketball/india-0bmaKbJF/lebanon-Yw66yvJ2/?mid=vNwiox8b,15:00
AUSTRALASIA,World Cup - Qualification - First round,https://www.flashscore.com/basketball/world/world-cup/,Saudi Arabia vs Qatar,VS,Finalizado,https://www.flashscore.com/match/basketball/qatar-80fyyImF/saudi-arabia-4xL2chQT/?mid=0xSaqGxB,15:00
AUSTRALASIA,World Cup - Qualification - First round,https://www.flashscore.com/basketball/world/world-cup/,Jordan vs Iraq,VS,Finalizado,https://www.flashscore.com/match/basketball/iraq-l0w289b1/jordan-z9o8EGBk/?mid=CzKfvUfE,16:30
EUROPE,EuroBasket - Qualification - First round,https://www.flashscore.com/basketball/europe/eurobasket/,Azerbaijan vs Ireland,VS,Finalizado,https://www.flashscore.com/match/basketball/azerbaijan-vJoyhT61/ireland-b9g6i5vI/?mid=Y9jhcox8,13:00
EUROPE,EuroBasket - Qualification - First round,https://www.flashscore.com/basketball/europe/eurobasket/,Luxembourg vs North Macedonia,VS,Finalizado,https://www.flashscore.com/match/basketball/luxembourg-EcXmTagQ/north-macedonia-O2ZfdF3t/?mid=0dhpa77e,14:00
EUROPE,EuroBasket - Qualification - First round,https://www.flashscore.com/basketball/europe/eurobasket/,Slovakia vs Kosovo,VS,Finalizado,https://www.flashscore.com/match/basketball/kosovo-8Y4hqqWd/slovakia-lSZ19QOb/?mid=plzZB58b,16:00
EUROPE,EuroBasket - Qualification - First round,https://www.flashscore.com/basketball/europe/eurobasket/,Bulgaria vs Norway,VS,Finalizado,https://www.flashscore.com/match/basketball/bulgaria-t8oMbC2h/norway-l4puBDEh/?mid=25Ir1lft,16:30
EUROPE,World Cup - Qualification - First round,https://www.flashscore.com/basketball/world/world-cup/,Denmark vs Ukraine,VS,Finalizado,https://www.flashscore.com/match/basketball/denmark-SCogBnfn/ukraine-4h9UuBXH/?mid=I12VKxuq,13:00
EUROPE,World Cup - Qualification - First round,https://www.flashscore.com/basketball/world/world-cup/,Great Britain vs Iceland,VS,Finalizado,https://www.flashscore.com/match/basketball/great-britain-KhcD0YXu/iceland-QeebgR95/?mid=bBYyh2s4,14:00
EUROPE,World Cup - Qualification - First round,https://www.flashscore.com/basketball/world/world-cup/,Georgia vs Spain,VS,Finalizado,https://www.flashscore.com/match/basketball/georgia-E9skCSvt/spain-OKERpL3q/?mid=fcnVFmDk,15:30
EUROPE,World Cup - Qualification - First round,https://www.flashscore.com/basketball/world/world-cup/,Greece vs Portugal,VS,Finalizado,https://www.flashscore.com/match/basketball/greece-ba2gXuFg/portugal-dGX2fgYh/?mid=zX1FDImJ,16:30
EUROPE,World Cup - Qualification - First round,https://www.flashscore.com/basketball/world/world-cup/,Italy vs Lithuania,VS,Finalizado,https://www.flashscore.com/match/basketball/italy-n5lUdjX4/lithuania-2BDVquJk/?mid=4O3xjtCG,18:00
EUROPE,World Cup - Qualification - First round,https://www.flashscore.com/basketball/world/world-cup/,Montenegro vs Romania,VS,Finalizado,https://www.flashscore.com/match/basketball/montenegro-rN44xrxQ/romania-EsomN0Zd/?mid=dGHV7YG0,18:30
