matchId,eventTime,homeTeam,awayTeam,homeScore,awayScore,homeScore1,homeScore2,homeScore3,homeScore4,homeScore5,awayScore1,awayScore2,awayScore3,awayScore4,awayScore5,matchLink
g_3_CAd9SehD,13.02. 19:15,Panathinaikos,Fenerbahce,83,85,19,23,20,21,,25,16,15,29,,https://www.flashscore.com/match/basketball/fenerbahce-rDhoZR1l/panathinaikos-bqRyXX9C/?mid=CAd9SehD
g_3_vqq2UHN0,13.02. 18:30,Monaco,Baskonia,102,92,29,17,28,28,,24,26,23,19,,https://www.flashscore.com/match/basketball/as-monaco-YFxc9UAj/saski-baskonia-8zQPdU9R/?mid=vqq2UHN0
g_3_ITfgWwgl,13.02. 18:00,Zalgiris Kaunas,Hapoel Tel-Aviv,93,82,24,20,19,30,,20,23,19,20,,https://www.flashscore.com/match/basketball/hapoel-tel-aviv-x0WjVzjP/zalgiris-kaunas-6JbDYvUs/?mid=ITfgWwgl
g_3_CUSLln9F,12.02. 19:30,Barcelona,Paris,74,85,18,25,12,19,,21,18,28,18,,https://www.flashscore.com/match/basketball/barcelona-EDQLcAfL/paris-CdCP6AWf/?mid=CUSLln9F
g_3_G2ZCj8v3,12.02. 19:30,Valencia,Lyon-Villeurbanne,82,67,22,22,19,19,,17,16,12,22,,https://www.flashscore.com/match/basketball/lyon-villeurbanne-KrXB5aC1/valencia-6w8lqYGE/?mid=G2ZCj8v3
g_3_O8nRS4nd,12.02. 19:15,Olympiacos,Crvena Zvezda Meridianbet,92,86,24,25,23,20,,20,25,23,18,,https://www.flashscore.com/match/basketball/crvena-zvezda-meridianbet-6uAuZ6Pt/olympiacos-piraeus-ptNXXDf6/?mid=O8nRS4nd
g_3_U9gIUQHq,12.02. 19:05AOT,Maccabi Tel Aviv,Bayern,111,106,26,25,23,25,12,20,25,33,21,7,https://www.flashscore.com/match/basketball/bayern-6LstMRPo/maccabi-tel-aviv-nLuro05B/?mid=U9gIUQHq
g_3_bR2nzmfM,12.02. 17:30,Anadolu Efes,Virtus Bologna,91,60,22,21,21,27,,19,16,10,15,,https://www.flashscore.com/match/basketball/anadolu-efes-ny4KlAOf/virtus-bologna-YwDFycYd/?mid=bR2nzmfM
g_3_xCEwx9P9,06.02. 19:30,Baskonia,Barcelona,91,97,27,24,17,23,,17,31,28,21,,https://www.flashscore.com/match/basketball/barcelona-EDQLcAfL/saski-baskonia-8zQPdU9R/?mid=xCEwx9P9
g_3_UoBVwVfc,06.02. 19:15,Olympiacos,Virtus Bologna,109,77,24,37,28,20,,23,11,16,27,,https://www.flashscore.com/match/basketball/olympiacos-piraeus-ptNXXDf6/virtus-bologna-YwDFycYd/?mid=UoBVwVfc
g_3_h4YMyuET,06.02. 19:00,Crvena Zvezda Meridianbet,Maccabi Tel Aviv,82,83,21,19,27,15,,23,26,16,18,,https://www.flashscore.com/match/basketball/crvena-zvezda-meridianbet-6uAuZ6Pt/maccabi-tel-aviv-nLuro05B/?mid=h4YMyuET
g_3_lzKhWIyi,06.02. 19:00,Lyon-Villeurbanne,Olimpia Milano,76,77,22,15,16,23,,20,22,25,10,,https://www.flashscore.com/match/basketball/lyon-villeurbanne-KrXB5aC1/milan-tUT82gR9/?mid=lzKhWIyi
g_3_dxuEw1qH,06.02. 17:30,Anadolu Efes,Zalgiris Kaunas,92,82,25,22,18,27,,24,21,22,15,,https://www.flashscore.com/match/basketball/anadolu-efes-ny4KlAOf/zalgiris-kaunas-6JbDYvUs/?mid=dxuEw1qH
g_3_lCy6uNE4,05.02. 19:45,Paris,Fenerbahce,90,92,23,22,23,22,,21,19,22,30,,https://www.flashscore.com/match/basketball/fenerbahce-rDhoZR1l/paris-CdCP6AWf/?mid=lCy6uNE4
g_3_G8tCJuho,05.02. 19:30,Bayern,Monaco,91,82,24,24,20,23,,23,16,24,19,,https://www.flashscore.com/match/basketball/as-monaco-YFxc9UAj/bayern-6LstMRPo/?mid=G8tCJuho
g_3_Sdmcsqph,05.02. 19:30,Partizan Mozzart Bet,Panathinaikos,78,62,20,25,21,12,,19,14,9,20,,https://www.flashscore.com/match/basketball/panathinaikos-bqRyXX9C/partizan-mozzart-bet-GAiz1YL6/?mid=Sdmcsqph
g_3_dOauP1UN,05.02. 19:00AOT,Hapoel Tel-Aviv,Valencia,99,104,21,28,24,15,11,24,12,25,27,16,https://www.flashscore.com/match/basketball/hapoel-tel-aviv-x0WjVzjP/valencia-6w8lqYGE/?mid=dOauP1UN
g_3_OA1XQNaB,05.02. 16:00,Dubai,Real Madrid,93,85,11,26,32,24,,19,25,24,17,,https://www.flashscore.com/match/basketball/dubai-b7EUA43e/real-madrid-MP6gLUO7/?mid=OA1XQNaB
g_3_Sr8OSqVb,04.02. 19:30,Virtus Bologna,Lyon-Villeurbanne,70,80,17,16,21,16,,21,22,12,25,,https://www.flashscore.com/match/basketball/lyon-villeurbanne-KrXB5aC1/virtus-bologna-YwDFycYd/?mid=Sr8OSqVb
g_3_UmtbCOpI,03.02. 19:30,Barcelona,Fenerbahce,78,82,14,27,15,22,,29,24,20,9,,https://www.flashscore.com/match/basketball/barcelona-EDQLcAfL/fenerbahce-rDhoZR1l/?mid=UmtbCOpI
g_3_xEq6A2FU,03.02. 19:30,Bayern,Paris,81,75,21,13,18,29,,18,13,18,26,,https://www.flashscore.com/match/basketball/bayern-6LstMRPo/paris-CdCP6AWf/?mid=xEq6A2FU
g_3_YLnkEpG5,03.02. 19:30,Olimpia Milano,Baskonia,109,89,32,25,27,25,,29,27,15,18,,https://www.flashscore.com/match/basketball/milan-tUT82gR9/saski-baskonia-8zQPdU9R/?mid=YLnkEpG5
g_3_08lsG6og,03.02. 19:15,Panathinaikos,Real Madrid,82,81,16,20,24,22,,26,18,17,20,,https://www.flashscore.com/match/basketball/panathinaikos-bqRyXX9C/real-madrid-MP6gLUO7/?mid=08lsG6og
g_3_tS9GU50n,03.02. 19:05,Maccabi Tel Aviv,Partizan Mozzart Bet,95,93,27,21,24,23,,22,28,27,16,,https://www.flashscore.com/match/basketball/maccabi-tel-aviv-nLuro05B/partizan-mozzart-bet-GAiz1YL6/?mid=tS9GU50n
g_3_69eYHSGt,03.02. 19:00,Crvena Zvezda Meridianbet,Hapoel Tel-Aviv,87,75,25,24,13,25,,21,24,24,6,,https://www.flashscore.com/match/basketball/crvena-zvezda-meridianbet-6uAuZ6Pt/hapoel-tel-aviv-x0WjVzjP/?mid=69eYHSGt
g_3_tUvNAB9D,03.02. 18:00,Zalgiris Kaunas,Monaco,104,87,35,21,20,28,,18,20,22,27,,https://www.flashscore.com/match/basketball/as-monaco-YFxc9UAj/zalgiris-kaunas-6JbDYvUs/?mid=tUvNAB9D
g_3_KEjECXv1,03.02. 17:30,Anadolu Efes,Valencia,107,90,33,24,27,23,,14,32,18,26,,https://www.flashscore.com/match/basketball/anadolu-efes-ny4KlAOf/valencia-6w8lqYGE/?mid=KEjECXv1
g_3_Clm6EgAl,03.02. 16:00AOT,Dubai,Olympiacos,108,98,26,26,22,21,13,17,23,30,25,3,https://www.flashscore.com/match/basketball/dubai-b7EUA43e/olympiacos-piraeus-ptNXXDf6/?mid=Clm6EgAl
g_3_A5WZLyIE,30.01. 19:45,Lyon-Villeurbanne,Panathinaikos,78,79,17,12,17,32,,15,20,20,24,,https://www.flashscore.com/match/basketball/lyon-villeurbanne-KrXB5aC1/panathinaikos-bqRyXX9C/?mid=A5WZLyIE
g_3_rJUsKFnR,30.01. 19:30,Baskonia,Zalgiris Kaunas,102,91,19,27,29,27,,23,22,26,20,,https://www.flashscore.com/match/basketball/saski-baskonia-8zQPdU9R/zalgiris-kaunas-6JbDYvUs/?mid=rJUsKFnR
g_3_fclmbYP7,30.01. 19:00,Crvena Zvezda Meridianbet,Dubai,95,92,34,10,24,27,,14,27,20,31,,https://www.flashscore.com/match/basketball/crvena-zvezda-meridianbet-6uAuZ6Pt/dubai-b7EUA43e/?mid=fclmbYP7
g_3_nXpu0fee,30.01. 18:30,Monaco,Virtus Bologna,82,84,30,21,14,17,,22,22,18,22,,https://www.flashscore.com/match/basketball/as-monaco-YFxc9UAj/virtus-bologna-YwDFycYd/?mid=nXpu0fee
g_3_QHdW1GQr,29.01. 19:45,Valencia,Maccabi Tel Aviv,94,83,21,23,22,28,,27,23,18,15,,https://www.flashscore.com/match/basketball/maccabi-tel-aviv-nLuro05B/valencia-6w8lqYGE/?mid=QHdW1GQr
g_3_d2607x3L,29.01. 19:30,Olimpia Milano,Partizan Mozzart Bet,85,79,25,27,17,16,,22,21,14,22,,https://www.flashscore.com/match/basketball/milan-tUT82gR9/partizan-mozzart-bet-GAiz1YL6/?mid=d2607x3L
g_3_0zDi9bY8,29.01. 19:15,Olympiacos,Barcelona,87,75,27,19,13,28,,13,24,27,11,,https://www.flashscore.com/match/basketball/barcelona-EDQLcAfL/olympiacos-piraeus-ptNXXDf6/?mid=0zDi9bY8
g_3_8tQ5oet2,29.01. 19:05,Hapoel Tel-Aviv,Bayern,64,79,26,13,11,14,,23,20,18,18,,https://www.flashscore.com/match/basketball/bayern-6LstMRPo/hapoel-tel-aviv-x0WjVzjP/?mid=8tQ5oet2
g_3_CEWdmHBk,29.01. 17:45,Fenerbahce,Anadolu Efes,79,62,25,14,22,18,,8,17,14,23,,https://www.flashscore.com/match/basketball/anadolu-efes-ny4KlAOf/fenerbahce-rDhoZR1l/?mid=CEWdmHBk
g_3_2uoRhwlS,27.01. 20:00,Paris,Real Madrid,98,92,24,26,25,23,,18,24,24,26,,https://www.flashscore.com/match/basketball/paris-CdCP6AWf/real-madrid-MP6gLUO7/?mid=2uoRhwlS
g_3_IiBNYHdd,23.01. 19:45,Lyon-Villeurbanne,Barcelona,91,98,26,23,21,21,,22,25,27,24,,https://www.flashscore.com/match/basketball/barcelona-EDQLcAfL/lyon-villeurbanne-KrXB5aC1/?mid=IiBNYHdd
g_3_YagAdLl3,23.01. 19:30AOT,Partizan Mozzart Bet,Hapoel Tel-Aviv,104,101,17,18,28,25,16,27,29,17,15,13,https://www.flashscore.com/match/basketball/hapoel-tel-aviv-x0WjVzjP/partizan-mozzart-bet-GAiz1YL6/?mid=YagAdLl3
g_3_tQdIfaJF,23.01. 19:30,Virtus Bologna,Crvena Zvezda Meridianbet,93,102,26,26,16,25,,31,26,25,20,,https://www.flashscore.com/match/basketball/crvena-zvezda-meridianbet-6uAuZ6Pt/virtus-bologna-YwDFycYd/?mid=tQdIfaJF
g_3_pvDFzvSq,23.01. 17:45,Fenerbahce,Baskonia,84,71,21,21,27,15,,20,18,12,21,,https://www.flashscore.com/match/basketball/fenerbahce-rDhoZR1l/saski-baskonia-8zQPdU9R/?mid=pvDFzvSq
g_3_YoEyrMZ9,22.01. 20:00,Paris,Dubai,79,99,18,14,23,24,,27,25,22,25,,https://www.flashscore.com/match/basketball/dubai-b7EUA43e/paris-CdCP6AWf/?mid=YoEyrMZ9
g_3_tCHqt04M,22.01. 19:45,Real Madrid,Monaco,90,78,23,31,17,19,,13,18,22,25,,https://www.flashscore.com/match/basketball/as-monaco-YFxc9UAj/real-madrid-MP6gLUO7/?mid=tCHqt04M
g_3_pQXtMvDj,22.01. 19:30,Bayern,Valencia,93,89,22,31,26,14,,24,20,26,19,,https://www.flashscore.com/match/basketball/bayern-6LstMRPo/valencia-6w8lqYGE/?mid=pQXtMvDj
g_3_CWPSqr5c,22.01. 19:30,Olimpia Milano,Zalgiris Kaunas,82,86,22,22,23,15,,19,26,17,24,,https://www.flashscore.com/match/basketball/milan-tUT82gR9/zalgiris-kaunas-6JbDYvUs/?mid=CWPSqr5c
g_3_SlgGvmTH,22.01. 19:05,Maccabi Tel Aviv,Panathinaikos,75,71,20,22,17,16,,21,18,21,11,,https://www.flashscore.com/match/basketball/maccabi-tel-aviv-nLuro05B/panathinaikos-bqRyXX9C/?mid=SlgGvmTH
g_3_fye8t9b5,22.01. 17:30,Anadolu Efes,Olympiacos,68,74,13,18,20,17,,25,23,10,16,,https://www.flashscore.com/match/basketball/anadolu-efes-ny4KlAOf/olympiacos-piraeus-ptNXXDf6/?mid=fye8t9b5
g_3_b91arVTh,21.01. 19:30,Virtus Bologna,Fenerbahce,80,85,25,22,13,20,,22,18,25,20,,https://www.flashscore.com/match/basketball/fenerbahce-rDhoZR1l/virtus-bologna-YwDFycYd/?mid=b91arVTh
g_3_jqbipiat,20.01. 19:45,Real Madrid,Olimpia Milano,106,77,30,24,24,28,,23,13,19,22,,https://www.flashscore.com/match/basketball/milan-tUT82gR9/real-madrid-MP6gLUO7/?mid=jqbipiat
g_3_p6yQTVEa,20.01. 19:30,Barcelona,Dubai,91,89,18,31,30,12,,22,19,26,22,,https://www.flashscore.com/match/basketball/barcelona-EDQLcAfL/dubai-b7EUA43e/?mid=p6yQTVEa
g_3_nVXtQmEO,20.01. 19:30,Bayern,Partizan Mozzart Bet,63,67,7,25,18,13,,18,16,16,17,,https://www.flashscore.com/match/basketball/bayern-6LstMRPo/partizan-mozzart-bet-GAiz1YL6/?mid=nVXtQmEO
g_3_tYUYR9qC,20.01. 19:30,Valencia,Paris,98,84,27,23,20,28,,16,26,11,31,,https://www.flashscore.com/match/basketball/paris-CdCP6AWf/valencia-6w8lqYGE/?mid=tYUYR9qC
g_3_ChwIVipm,20.01. 19:15,Panathinaikos,Baskonia,93,74,26,22,25,20,,14,17,23,20,,https://www.flashscore.com/match/basketball/panathinaikos-bqRyXX9C/saski-baskonia-8zQPdU9R/?mid=ChwIVipm
g_3_00f0DAUI,20.01. 19:00,Lyon-Villeurbanne,Zalgiris Kaunas,77,96,18,23,14,22,,23,22,30,21,,https://www.flashscore.com/match/basketball/lyon-villeurbanne-KrXB5aC1/zalgiris-kaunas-6JbDYvUs/?mid=00f0DAUI
g_3_vo6iFWa6,20.01. 17:45AOT,Monaco,Crvena Zvezda Meridianbet,96,100,21,23,27,19,6,27,23,18,22,10,https://www.flashscore.com/match/basketball/as-monaco-YFxc9UAj/crvena-zvezda-meridianbet-6uAuZ6Pt/?mid=vo6iFWa6
g_3_WK2qHhVg,20.01. 17:30,Hapoel Tel-Aviv,Anadolu Efes,71,66,14,19,17,21,,19,24,10,13,,https://www.flashscore.com/match/basketball/anadolu-efes-ny4KlAOf/hapoel-tel-aviv-x0WjVzjP/?mid=WK2qHhVg
g_3_h8doyEMP,20.01. 17:15,Olympiacos,Maccabi Tel Aviv,100,93,27,31,18,24,,24,10,28,31,,https://www.flashscore.com/match/basketball/maccabi-tel-aviv-nLuro05B/olympiacos-piraeus-ptNXXDf6/?mid=h8doyEMP
g_3_zg9zJE0s,16.01. 19:45,Real Madrid,Barcelona,80,61,21,22,20,17,,14,17,16,14,,https://www.flashscore.com/match/basketball/barcelona-EDQLcAfL/real-madrid-MP6gLUO7/?mid=zg9zJE0s
g_3_OEgKGOJD,16.01. 19:00,Lyon-Villeurbanne,Hapoel Tel-Aviv,73,81,16,22,20,15,,16,15,26,24,,https://www.flashscore.com/match/basketball/hapoel-tel-aviv-x0WjVzjP/lyon-villeurbanne-KrXB5aC1/?mid=OEgKGOJD
g_3_GljCIpk1,16.01. 17:45,Fenerbahce,Valencia,82,79,28,17,21,16,,20,14,24,21,,https://www.flashscore.com/match/basketball/fenerbahce-rDhoZR1l/valencia-6w8lqYGE/?mid=GljCIpk1
g_3_fZ13K6Kl,15.01. 19:45,Paris,Monaco,87,95,23,20,21,23,,27,25,24,19,,https://www.flashscore.com/match/basketball/as-monaco-YFxc9UAj/paris-CdCP6AWf/?mid=fZ13K6Kl
g_3_OjBXPSdR,15.01. 19:30,Olimpia Milano,Crvena Zvezda Meridianbet,96,104,25,30,27,14,,27,17,26,34,,https://www.flashscore.com/match/basketball/crvena-zvezda-meridianbet-6uAuZ6Pt/milan-tUT82gR9/?mid=OjBXPSdR
g_3_4leWRlSE,15.01. 19:05,Maccabi Tel Aviv,Zalgiris Kaunas,100,97,27,25,26,22,,24,25,22,26,,https://www.flashscore.com/match/basketball/maccabi-tel-aviv-nLuro05B/zalgiris-kaunas-6JbDYvUs/?mid=4leWRlSE
g_3_Cf8p4oz8,15.01. 18:30,Bayern,Panathinaikos,85,78,25,15,18,27,,24,19,21,14,,https://www.flashscore.com/match/basketball/bayern-6LstMRPo/panathinaikos-bqRyXX9C/?mid=Cf8p4oz8
g_3_GSEy675e,15.01. 17:30,Anadolu Efes,Baskonia,75,89,20,22,17,16,,23,17,18,31,,https://www.flashscore.com/match/basketball/anadolu-efes-ny4KlAOf/saski-baskonia-8zQPdU9R/?mid=GSEy675e
g_3_82BT7Tzq,15.01. 16:00,Dubai,Virtus Bologna,72,80,23,14,16,19,,23,18,19,20,,https://www.flashscore.com/match/basketball/dubai-b7EUA43e/virtus-bologna-YwDFycYd/?mid=82BT7Tzq
g_3_vNN4OzwK,14.01. 18:30,Partizan Mozzart Bet,Olympiacos,66,104,17,13,13,23,,20,32,27,25,,https://www.flashscore.com/match/basketball/olympiacos-piraeus-ptNXXDf6/partizan-mozzart-bet-GAiz1YL6/?mid=vNN4OzwK
g_3_lEbeQyiA,09.01. 19:30,Barcelona,Partizan Mozzart Bet,88,70,13,28,21,26,,20,15,15,20,,https://www.flashscore.com/match/basketball/barcelona-EDQLcAfL/partizan-mozzart-bet-GAiz1YL6/?mid=lEbeQyiA
g_3_tbb14fUj,09.01. 19:30,Baskonia,Lyon-Villeurbanne,78,73,24,20,14,20,,19,16,24,14,,https://www.flashscore.com/match/basketball/lyon-villeurbanne-KrXB5aC1/saski-baskonia-8zQPdU9R/?mid=tbb14fUj
g_3_d6tlScMc,09.01. 19:30,Olimpia Milano,Anadolu Efes,87,74,16,22,24,25,,27,22,8,17,,https://www.flashscore.com/match/basketball/anadolu-efes-ny4KlAOf/milan-tUT82gR9/?mid=d6tlScMc
g_3_pSCV9G6T,09.01. 19:15,Olympiacos,Bayern,95,80,21,28,24,22,,23,24,14,19,,https://www.flashscore.com/match/basketball/bayern-6LstMRPo/olympiacos-piraeus-ptNXXDf6/?mid=pSCV9G6T
g_3_l0JMBxxH,09.01. 18:00,Zalgiris Kaunas,Crvena Zvezda Meridianbet,99,67,26,21,21,31,,12,16,24,15,,https://www.flashscore.com/match/basketball/crvena-zvezda-meridianbet-6uAuZ6Pt/zalgiris-kaunas-6JbDYvUs/?mid=l0JMBxxH
g_3_tUW5FKxh,08.01. 19:45,Real Madrid,Maccabi Tel Aviv,98,86,21,27,28,22,,25,22,18,21,,https://www.flashscore.com/match/basketball/maccabi-tel-aviv-nLuro05B/real-madrid-MP6gLUO7/?mid=tUW5FKxh
g_3_ENvKiHpo,08.01. 19:30,Valencia,Monaco,92,101,28,14,28,22,,26,27,23,25,,https://www.flashscore.com/match/basketball/as-monaco-YFxc9UAj/valencia-6w8lqYGE/?mid=ENvKiHpo
g_3_fwbmcwNN,08.01. 19:15,Panathinaikos,Virtus Bologna,84,71,23,16,17,28,,15,18,15,23,,https://www.flashscore.com/match/basketball/panathinaikos-bqRyXX9C/virtus-bologna-YwDFycYd/?mid=fwbmcwNN
g_3_MPauaahB,08.01. 16:00,Dubai,Fenerbahce,92,81,24,27,22,19,,20,22,20,19,,https://www.flashscore.com/match/basketball/dubai-b7EUA43e/fenerbahce-rDhoZR1l/?mid=MPauaahB
g_3_SQ6W0LNb,07.01. 19:30,Bayern,Baskonia,96,89,24,14,22,36,,19,27,23,20,,https://www.flashscore.com/match/basketball/bayern-6LstMRPo/saski-baskonia-8zQPdU9R/?mid=SQ6W0LNb
g_3_K03O2sgn,07.01. 17:30,Anadolu Efes,Paris,79,84,21,18,25,15,,19,21,25,19,,https://www.flashscore.com/match/basketball/anadolu-efes-ny4KlAOf/paris-CdCP6AWf/?mid=K03O2sgn
g_3_2945nM85,06.01. 19:30,Barcelona,Maccabi Tel Aviv,93,83,32,24,21,16,,19,25,19,20,,https://www.flashscore.com/match/basketball/barcelona-EDQLcAfL/maccabi-tel-aviv-nLuro05B/?mid=2945nM85
g_3_8MZ5p0wI,06.01. 19:30,Virtus Bologna,Zalgiris Kaunas,83,79,25,18,20,20,,22,12,22,23,,https://www.flashscore.com/match/basketball/virtus-bologna-YwDFycYd/zalgiris-kaunas-6JbDYvUs/?mid=8MZ5p0wI
g_3_Ue6clrvg,06.01. 19:15,Panathinaikos,Olimpia Milano,74,87,20,23,15,16,,15,23,23,26,,https://www.flashscore.com/match/basketball/milan-tUT82gR9/panathinaikos-bqRyXX9C/?mid=Ue6clrvg
g_3_GhtOZrPa,06.01. 19:05,Hapoel Tel-Aviv,Dubai,85,60,17,19,33,16,,24,17,13,6,,https://www.flashscore.com/match/basketball/dubai-b7EUA43e/hapoel-tel-aviv-x0WjVzjP/?mid=GhtOZrPa
g_3_r5XvW0OO,06.01. 19:00,Crvena Zvezda Meridianbet,Valencia,89,106,20,17,27,25,,34,20,23,29,,https://www.flashscore.com/match/basketball/crvena-zvezda-meridianbet-6uAuZ6Pt/valencia-6w8lqYGE/?mid=r5XvW0OO
g_3_YTClj49t,06.01. 19:00,Lyon-Villeurbanne,Real Madrid,69,80,18,23,20,8,,17,19,20,24,,https://www.flashscore.com/match/basketball/lyon-villeurbanne-KrXB5aC1/real-madrid-MP6gLUO7/?mid=YTClj49t
g_3_MkqWXMgC,06.01. 18:30,Monaco,Partizan Mozzart Bet,101,84,28,26,20,27,,21,18,24,21,,https://www.flashscore.com/match/basketball/as-monaco-YFxc9UAj/partizan-mozzart-bet-GAiz1YL6/?mid=MkqWXMgC
g_3_KQnFy5fm,06.01. 17:45,Fenerbahce,Olympiacos,88,80,18,18,26,26,,22,18,22,18,,https://www.flashscore.com/match/basketball/fenerbahce-rDhoZR1l/olympiacos-piraeus-ptNXXDf6/?mid=KQnFy5fm
g_3_lvQsfDAE,02.01. 20:00,Bayern,Maccabi Tel Aviv,95,71,31,19,26,19,,23,18,13,17,,https://www.flashscore.com/match/basketball/bayern-6LstMRPo/maccabi-tel-aviv-nLuro05B/?mid=lvQsfDAE
g_3_YVseW9I7,02.01. 19:45,Real Madrid,Dubai,107,93,27,17,29,34,,24,34,16,19,,https://www.flashscore.com/match/basketball/dubai-b7EUA43e/real-madrid-MP6gLUO7/?mid=YVseW9I7
g_3_nFqmYVme,02.01. 19:30,Virtus Bologna,Olimpia Milano,97,85,14,33,30,20,,27,20,19,19,,https://www.flashscore.com/match/basketball/milan-tUT82gR9/virtus-bologna-YwDFycYd/?mid=nFqmYVme
g_3_fH48uEeL,02.01. 19:15,Panathinaikos,Olympiacos,82,87,13,30,18,21,,28,15,18,26,,https://www.flashscore.com/match/basketball/olympiacos-piraeus-ptNXXDf6/panathinaikos-bqRyXX9C/?mid=fH48uEeL
g_3_QaevzhJr,02.01. 19:00,Baskonia,Fenerbahce,93,108,28,25,29,11,,24,29,32,23,,https://www.flashscore.com/match/basketball/fenerbahce-rDhoZR1l/saski-baskonia-8zQPdU9R/?mid=QaevzhJr
g_3_bkBaszR8,02.01. 17:00,Anadolu Efes,Crvena Zvezda Meridianbet,65,87,14,11,16,24,,21,22,23,21,,https://www.flashscore.com/match/basketball/anadolu-efes-ny4KlAOf/crvena-zvezda-meridianbet-6uAuZ6Pt/?mid=bkBaszR8
