País,Liga,Link Liga,Partido,Resultado,Estado,Link Partido,Hora
FRANCE,LNB - Play Offs,https://www.flashscore.com/basketball/france/lnb/,Paris vs Strasbourg,VS,Finalizado,https://www.flashscore.com/match/basketball/paris-CdCP6AWf/strasbourg-Srews2dH/?mid=xx9VuYrh,13:30
FRANCE,LNB - Play Offs,https://www.flashscore.com/basketball/france/lnb/,Lyon-Villeurbanne vs Cholet,VS,Finalizado,https://www.flashscore.com/match/basketball/cholet-6TSpW3Cb/lyon-villeurbanne-KrXB5aC1/?mid=EaVDNjTN,19:00
ITALY,Lega A - Play Offs,https://www.flashscore.com/basketball/italy/lega-a/,Virtus Bologna vs Venezia,VS,Finalizado,https://www.flashscore.com/match/basketball/venezia-nR1rGe9M/virtus-bologna-YwDFycYd/?mid=xMAfp1UF,18:00
TURKEY,Super Lig - Play Offs,https://www.flashscore.com/basketball/turkey/super-lig/,Besiktas vs Galatasaray,VS,Finalizado,https://www.flashscore.com/match/basketball/besiktas-hE4Gkj9l/galatasaray-QR2OmUw1/?mid=04ThIPRO,17:30
ARGENTINA,Liga A - Play Offs,https://www.flashscore.com/basketball/argentina/liga-a/,Boca Juniors vs Quimsa,99-92,Finalizado,https://www.flashscore.com/match/basketball/boca-juniors-pn7Cecgf/quimsa-E7pXLvd8/?mid=ARAWTqEk,
ARGENTINA,Liga A - Play Offs,https://www.flashscore.com/basketball/argentina/liga-a/,Ferro vs Gimnasia,VS,Finalizado,https://www.flashscore.com/match/basketball/ferro-carril-oeste-2qroXLyp/gimnasia-Cn0pHIpQ/?mid=Wn4ITbU8,14:30
AUSTRALIA,NBL1 East,https://www.flashscore.com/basketball/australia/nbl1-east/,Manly W. vs Hills Hornets,VS,Finalizado,https://www.flashscore.com/match/basketball/hills-hornets-W8zInKOs/manly-warringah-vuWIjmP7/?mid=lnW1JwDO,07:00
AUSTRALIA,NBL1 East,https://www.flashscore.com/basketball/australia/nbl1-east/,BA CoE vs Newcastle Falcons,VS,Finalizado,https://www.flashscore.com/match/basketball/ba-centre-of-excellence-4GjkVqoQ/newcastle-falcons-QVZLovvl/?mid=h0dCwsbt,08:00
AUSTRALIA,NBL1 East,https://www.flashscore.com/basketball/australia/nbl1-east/,Central Coast Crusaders vs Canberra,VS,Finalizado,https://www.flashscore.com/match/basketball/canberra-vBiGKrsn/central-coast-crusaders-6RHEMr1s/?mid=dhgTZbc5,09:00
AUSTRALIA,NBL1 East,https://www.flashscore.com/basketball/australia/nbl1-east/,Norths Bears vs Maitland M.,VS,Finalizado,https://www.flashscore.com/match/basketball/maitland-mustangs-QySEiT91/norths-bears-IolVsdwD/?mid=0QaKyLSh,09:00
AUSTRALIA,NBL1 East,https://www.flashscore.com/basketball/australia/nbl1-east/,Albury-Wodonga Bandits vs Illawarra Hawks 2,VS,Finalizado,https://www.flashscore.com/match/basketball/albury-wodonga-bandits-SrfYaLtO/illawarra-hawks-CUQH39gn/?mid=nsW1FUBj,09:30
AUSTRALIA,NBL1 East,https://www.flashscore.com/basketball/australia/nbl1-east/,Sydney Comets vs Sutherland Sharks,VS,Finalizado,https://www.flashscore.com/match/basketball/sutherland-sharks-pYkNqI80/sydney-comets-KCtukI0O/?mid=U5iyYxSH,09:30
AUSTRALIA,NBL1 East Women,https://www.flashscore.com/basketball/australia/nbl1-east-women/,Manly W. W vs Hills Hornets W,71-54,Finalizado,https://www.flashscore.com/match/basketball/hills-hornets-2NIyd7Pd/manly-warringah-rgdBu6r8/?mid=YJ98AnOG,
AUSTRALIA,NBL1 East Women,https://www.flashscore.com/basketball/australia/nbl1-east-women/,BA CoE W vs Newcastle Falcons W,56-39,Q37,https://www.flashscore.com/match/basketball/ba-centre-of-excellence-GtkxBiAP/newcastle-falcons-4xNm0wgs/?mid=Uo3H8QhT,
AUSTRALIA,NBL1 East Women,https://www.flashscore.com/basketball/australia/nbl1-east-women/,Central Coast W vs Canberra W,4-8,Q14,https://www.flashscore.com/match/basketball/canberra-QiBdbHNg/central-coast-crusaders-p6ALzKq1/?mid=tQWZQ78c,
AUSTRALIA,NBL1 East Women,https://www.flashscore.com/basketball/australia/nbl1-east-women/,Norths Bears W vs Maitland Mustangs W,4-1,Q14,https://www.flashscore.com/match/basketball/maitland-mustangs-CE1EEYYl/norths-bears-rTLiac8m/?mid=QHlm34Gj,
AUSTRALIA,NBL1 East Women,https://www.flashscore.com/basketball/australia/nbl1-east-women/,Albury W vs Illawarra Hawks W,VS,Finalizado,https://www.flashscore.com/match/basketball/albury-wodonga-hnjltiOE/illawarra-hawks-pUEcnnQe/?mid=8xOjNP7M,07:30
AUSTRALIA,NBL1 East Women,https://www.flashscore.com/basketball/australia/nbl1-east-women/,Sydney Comets W vs Sutherland Sharks W,VS,Finalizado,https://www.flashscore.com/match/basketball/sutherland-sharks-I19fCtAG/sydney-comets-jBe5d4cg/?mid=nNZsPowA,07:30
AUSTRALIA,NBL1 North,https://www.flashscore.com/basketball/australia/nbl1-north/,Brisbane Capitals vs South West Metro Pirates,VS,Finalizado,https://www.flashscore.com/match/basketball/brisbane-capitals-rulI0P7g/south-west-metro-pirates-pYQbvJJc/?mid=nBwY3hs3,09:00
AUSTRALIA,NBL1 North,https://www.flashscore.com/basketball/australia/nbl1-north/,Cairns Marlins vs Gold Coast Rollers,VS,Finalizado,https://www.flashscore.com/match/basketball/cairns-marlins-lxVfqOxJ/gold-coast-rollers-0GbD15hm/?mid=p6LKfl4k,10:00
AUSTRALIA,NBL1 North,https://www.flashscore.com/basketball/australia/nbl1-north/,Rockhampton Rockets vs Northside Wizards,VS,Finalizado,https://www.flashscore.com/match/basketball/northside-wizards-vRORZZrh/rockhampton-rockets-2NlxrH7r/?mid=fyst2WBF,10:00
AUSTRALIA,NBL1 North,https://www.flashscore.com/basketball/australia/nbl1-north/,Sunshine Coast Phoenix vs Logan Thunder,VS,Finalizado,https://www.flashscore.com/match/basketball/logan-thunder-bFuNwyff/sunshine-coast-phoenix-Sd5allrI/?mid=lzzk0AtS,10:00
