País,Liga,Link Liga,Partido,Resultado,Estado,Link Partido,Hora
FRANCE,LNB - Play Offs,https://www.flashscore.com/basketball/france/lnb/,Lyon-Villeurbanne vs Cholet,VS,Finalizado,https://www.flashscore.com/match/basketball/cholet-6TSpW3Cb/lyon-villeurbanne-KrXB5aC1/?mid=xvdqYzo2,17:00
FRANCE,LNB - Play Offs,https://www.flashscore.com/basketball/france/lnb/,Paris vs Strasbourg,VS,Finalizado,https://www.flashscore.com/match/basketball/paris-CdCP6AWf/strasbourg-Srews2dH/?mid=0xPkSf1D,19:00
ITALY,Lega A - Play Offs,https://www.flashscore.com/basketball/italy/lega-a/,Venezia vs Tortona,VS,Finalizado,https://www.flashscore.com/match/basketball/derthona-tortona-0OZBANVT/venezia-nR1rGe9M/?mid=8tDU8fVi,18:00
ITALY,Lega A - Play Offs,https://www.flashscore.com/basketball/italy/lega-a/,Virtus Bologna vs Trento,VS,Finalizado,https://www.flashscore.com/match/basketball/trento-ITNxcZJl/virtus-bologna-YwDFycYd/?mid=hCy3TRBr,18:00
SPAIN,ACB,https://www.flashscore.com/basketball/spain/acb/,Joventut Badalona vs Unicaja,53-33,To finish,https://www.flashscore.com/match/basketball/joventut-badalona-Sn9ppE18/unicaja-K6HkdCoR/?mid=EsiUEfZr,
SPAIN,ACB,https://www.flashscore.com/basketball/spain/acb/,Basket Zaragoza vs Valencia,VS,Finalizado,https://www.flashscore.com/match/basketball/valencia-6w8lqYGE/zaragoza-SGiReo1g/?mid=hYRRPW4b,19:15
TURKEY,Super Lig - Play Offs,https://www.flashscore.com/basketball/turkey/super-lig/,Bahcesehir Kol. vs Trabzonspor,VS,Finalizado,https://www.flashscore.com/match/basketball/bahcesehir-koleji-AJURGI1d/trabzonspor-GQjgX5W0/?mid=IylyeKE4,15:00
TURKEY,Super Lig - Play Offs,https://www.flashscore.com/basketball/turkey/super-lig/,Besiktas vs Galatasaray,VS,Finalizado,https://www.flashscore.com/match/basketball/besiktas-hE4Gkj9l/galatasaray-QR2OmUw1/?mid=EgEfLTDl,17:30
USA,NBA - Play Offs,https://www.flashscore.com/basketball/usa/nba/,Cleveland Cavaliers vs New York Knicks,93-130,Finalizado,https://www.flashscore.com/match/basketball/cleveland-cavaliers-xGk13Tb6/new-york-knicks-WCNO4nbt/?mid=SxK0cKBT,
ARGENTINA,Liga A - Play Offs,https://www.flashscore.com/basketball/argentina/liga-a/,Quimsa vs Boca Juniors,91-78,Finalizado,https://www.flashscore.com/match/basketball/boca-juniors-pn7Cecgf/quimsa-E7pXLvd8/?mid=vqK0Z5jS,
BELGIUM,Pro Basketball League - Play Offs,https://www.flashscore.com/basketball/belgium/pro-basketball-league/,Antwerp Giants vs Limburg,VS,Finalizado,https://www.flashscore.com/match/basketball/antwerp-giants-E9uuQfaG/limburg-0fEMgMc1/?mid=ALHh1ycn,18:30
BELGIUM,Pro Basketball League - Play Offs,https://www.flashscore.com/basketball/belgium/pro-basketball-league/,Oostende vs Okapi Aalst,VS,Finalizado,https://www.flashscore.com/match/basketball/okapi-aalst-dI2iPEEM/oostende-4QEDHaUf/?mid=O03N2z56,18:30
BRAZIL,NBB - Play Offs,https://www.flashscore.com/basketball/brazil/nbb/,Franca vs Brasilia,VS,Finalizado,https://www.flashscore.com/match/basketball/brasilia-23ofxpkB/franca-CQOHx6Kb/?mid=8O9Un1ZQ,22:00
BRAZIL,NBB - Play Offs,https://www.flashscore.com/basketball/brazil/nbb/,Pinheiros vs Corinthians Paulista,VS,Finalizado,https://www.flashscore.com/match/basketball/corinthians-paulista-IVE5O0Oa/pinheiros-KfOswQZ4/?mid=lEmWBk7m,23:30
CANADA,CEBL,https://www.flashscore.com/basketball/canada/cebl/,Montreal Alliance vs Niagara River Lions,VS,Finalizado,https://www.flashscore.com/match/basketball/montreal-alliance-lQniasYI/niagara-river-lions-pOoXKGh9/?mid=lpRm5gYr,23:30
CHILE,LNB - Apertura - Play Offs,https://www.flashscore.com/basketball/chile/lnb/,Puente Alto vs Leones Quilpue,68-83,Finalizado,https://www.flashscore.com/match/basketball/leones-de-quilpue-AT3QPTn6/puente-alto-xjx7bvIH/?mid=vwXnttx9,
CHINA,CBA - Play Offs,https://www.flashscore.com/basketball/china/cba/,Shanghai vs Zhejiang Guangsha,VS,Finalizado,https://www.flashscore.com/match/basketball/shanghai-bRoFHR5U/zhejiang-guangsha-4t0I8jx6/?mid=dYa5ERwp,11:35
COLOMBIA,LBP - Apertura - Play Offs,https://www.flashscore.com/basketball/colombia/lbp/,Caimanes del Llano vs Paisas,97-105,AOT,https://www.flashscore.com/match/basketball/caimanes-del-llano-dvARrFp9/paisas-W8EElfdk/?mid=dlda0ru0,
ESTONIA,Korvpalli Meistriliiga - Play Offs,https://www.flashscore.com/basketball/estonia/korvpalli-meistriliiga/,BC Kalev/Cramo vs Tartu Ulikool,VS,Finalizado,https://www.flashscore.com/match/basketball/bc-kalev-cramo-nZyexjoc/tartu-ulikool-nZHtv16K/?mid=zFexdWKH,16:00
GEORGIA,Superleague - Play Offs,https://www.flashscore.com/basketball/georgia/superleague/,Batumi vs TSU,VS,Finalizado,https://www.flashscore.com/match/basketball/batumi-UNV0R7ok/tsu-zTSyMos6/?mid=pr8AiB6c,15:30
GERMANY,Pro A - Play Offs,https://www.flashscore.com/basketball/germany/pro-a/,Kirchheim vs Giessen,VS,Finalizado,https://www.flashscore.com/match/basketball/giessen-EyiykxB0/kirchheim-MZefbRJM/?mid=jsATNvKt,17:00
GERMANY,Pro A - Play Offs,https://www.flashscore.com/basketball/germany/pro-a/,Phoenix Hagen vs Bremerhaven,VS,Finalizado,https://www.flashscore.com/match/basketball/bremerhaven-vadYibtl/phoenix-hagen-j51PxKiN/?mid=rcMDchlJ,17:30
IRAN,Super League - Play Offs,https://www.flashscore.com/basketball/iran/super-league/,Palayesh Naft Abadan vs Esteghlal BC,VS,Finalizado,https://www.flashscore.com/match/basketball/esteghlal-bc-nsVZyC4m/palayesh-naft-abadan-zZ3J7YrT/?mid=lpMnyN7E,13:30
ISRAEL,Super League,https://www.flashscore.com/basketball/israel/super-league/,Maccabi Ironi Ramat Gan vs Hapoel Holon,VS,Finalizado,https://www.flashscore.com/match/basketball/hapoel-holon-drJ5oMza/maccabi-ironi-ramat-gan-4tKs4esi/?mid=6ubACjRk,14:30
