ID_Elemento,URL_Partido
match-row-g_3_bwClkgP8,https://www.flashscore.com/match/basketball/barcelona-EDQLcAfL/valencia-6w8lqYGE/?mid=bwClkgP8
match-row-g_3_UPYLWp9s,https://www.flashscore.com/match/basketball/barcelona-EDQLcAfL/valencia-6w8lqYGE/?mid=UPYLWp9s
match-row-g_3_WWJ2RkX1,https://www.flashscore.com/match/basketball/barcelona-EDQLcAfL/valencia-6w8lqYGE/?mid=WWJ2RkX1
match-row-g_3_OxaoTKqo,https://www.flashscore.com/match/basketball/joventut-badalona-Sn9ppE18/valencia-6w8lqYGE/?mid=OxaoTKqo
match-row-g_3_dzZZ5dJ7,https://www.flashscore.com/match/basketball/barcelona-EDQLcAfL/tenerife-OfgZ0mtF/?mid=dzZZ5dJ7
match-row-g_3_hf8FYtMN,https://www.flashscore.com/match/basketball/joventut-badalona-Sn9ppE18/valencia-6w8lqYGE/?mid=hf8FYtMN
match-row-g_3_OMzS7Ile,https://www.flashscore.com/match/basketball/barcelona-EDQLcAfL/tenerife-OfgZ0mtF/?mid=OMzS7Ile
match-row-g_3_KtA7z3iB,https://www.flashscore.com/match/basketball/joventut-badalona-Sn9ppE18/valencia-6w8lqYGE/?mid=KtA7z3iB
match-row-g_3_GdXJ9vKr,https://www.flashscore.com/match/basketball/barcelona-EDQLcAfL/tenerife-OfgZ0mtF/?mid=GdXJ9vKr
match-row-g_3_GMOsRgPr,https://www.flashscore.com/match/basketball/joventut-badalona-Sn9ppE18/saski-baskonia-8zQPdU9R/?mid=GMOsRgPr
match-row-g_3_rNVv497T,https://www.flashscore.com/match/basketball/barcelona-EDQLcAfL/murcia-Sju1Skf8/?mid=rNVv497T
match-row-g_3_d6NzqIG6,https://www.flashscore.com/match/basketball/real-madrid-MP6gLUO7/tenerife-OfgZ0mtF/?mid=d6NzqIG6
