País,Liga,Link Liga,Partido,Resultado,Estado,Link Partido,Hora
EUROPE,Euroleague,https://www.flashscore.com/basketball/europe/euroleague/,Monaco vs Olympiacos,81-80,Finalizado,https://www.flashscore.com/match/basketball/as-monaco-YFxc9UAj/olympiacos-piraeus-ptNXXDf6/?mid=KCTORI2e,
EUROPE,Euroleague,https://www.flashscore.com/basketball/europe/euroleague/,Dubai vs Baskonia,100-94,Finalizado,https://www.flashscore.com/match/basketball/dubai-b7EUA43e/saski-baskonia-8zQPdU9R/?mid=2cnJK1eS,
EUROPE,Euroleague,https://www.flashscore.com/basketball/europe/euroleague/,Bayern vs Anadolu Efes,80-81,Finalizado,https://www.flashscore.com/match/basketball/anadolu-efes-ny4KlAOf/bayern-6LstMRPo/?mid=YuwkFuJk,
EUROPE,Euroleague,https://www.flashscore.com/basketball/europe/euroleague/,Real Madrid vs Valencia,96-79,Finalizado,https://www.flashscore.com/match/basketball/real-madrid-MP6gLUO7/valencia-6w8lqYGE/?mid=bcuGTvYr,
EUROPE,Euroleague,https://www.flashscore.com/basketball/europe/euroleague/,Panathinaikos vs Zalgiris Kaunas,92-88,Finalizado,https://www.flashscore.com/match/basketball/panathinaikos-bqRyXX9C/zalgiris-kaunas-6JbDYvUs/?mid=U7WcDJm2,
EUROPE,Euroleague,https://www.flashscore.com/basketball/europe/euroleague/,Paris vs Lyon-Villeurbanne,90-81,Finalizado,https://www.flashscore.com/match/basketball/lyon-villeurbanne-KrXB5aC1/paris-CdCP6AWf/?mid=SElpZ0AL,
USA,NBA,https://www.flashscore.com/basketball/usa/nba/,New Orleans Pelicans vs Toronto Raptors,122-111,Finalizado,https://www.flashscore.com/match/basketball/new-orleans-pelicans-U3yc9SkP/toronto-raptors-CxtbCMdU/?mid=SEzxSba6,
USA,NBA,https://www.flashscore.com/basketball/usa/nba/,Utah Jazz vs New York Knicks,117-134,Finalizado,https://www.flashscore.com/match/basketball/new-york-knicks-WCNO4nbt/utah-jazz-hGuCX5Su/?mid=Mq20lXgm,
USA,NBA,https://www.flashscore.com/basketball/usa/nba/,Denver Nuggets vs Houston Rockets,129-93,Finalizado,https://www.flashscore.com/match/basketball/denver-nuggets-CxvW27TI/houston-rockets-Sr9PQALP/?mid=IBe9nBOa,
USA,NBA,https://www.flashscore.com/basketball/usa/nba/,Sacramento Kings vs Charlotte Hornets,109-117,Finalizado,https://www.flashscore.com/match/basketball/charlotte-hornets-xftMikUg/sacramento-kings-CvwE1OCB/?mid=AJDGpkgC,
USA,NBA,https://www.flashscore.com/basketball/usa/nba/,Los Angeles Clippers vs Minnesota Timberwolves,153-128,Finalizado,https://www.flashscore.com/match/basketball/los-angeles-clippers-vPeTYlqm/minnesota-timberwolves-KjBIVQcI/?mid=WY1PrTNO,
USA,NBA,https://www.flashscore.com/basketball/usa/nba/,Detroit Pistons vs Philadelphia 76ers,VS,Finalizado,https://www.flashscore.com/match/basketball/detroit-pistons-UcjMRj6J/philadelphia-76ers-vwRW2QSh/?mid=McsZ2W8t,23:00
USA,NBA,https://www.flashscore.com/basketball/usa/nba/,Indiana Pacers vs Phoenix Suns,VS,Finalizado,https://www.flashscore.com/match/basketball/indiana-pacers-YPohMUTt/phoenix-suns-M1Gy2pra/?mid=IPzr1Awg,23:00
USA,NBA,https://www.flashscore.com/basketball/usa/nba/,Orlando Magic vs Washington Wizards,VS,Finalizado,https://www.flashscore.com/match/basketball/orlando-magic-QZMS36Dn/washington-wizards-W6vGWPsn/?mid=jwZkal85,23:00
USA,NBA,https://www.flashscore.com/basketball/usa/nba/,Atlanta Hawks vs Brooklyn Nets,VS,Finalizado,https://www.flashscore.com/match/basketball/atlanta-hawks-xAO4gBas/brooklyn-nets-bsAMUpDO/?mid=AukicSxI,23:30
USA,NBA,https://www.flashscore.com/basketball/usa/nba/,Miami Heat vs Milwaukee Bucks,VS,Finalizado,https://www.flashscore.com/match/basketball/miami-heat-CQ7AXnT5/milwaukee-bucks-QTBEW6rC/?mid=I5hae67U,23:30
USA,NCAA,https://www.flashscore.com/basketball/usa/ncaa/,Abilene Christian vs Tarleton,84-78,Finalizado,https://www.flashscore.com/match/basketball/abilene-christian-YPXLRN9o/tarleton-Eke1cUWQ/?mid=nyvn9J36,
USA,NCAA,https://www.flashscore.com/basketball/usa/ncaa/,Florida A&M vs Jackson State,70-60,Finalizado,https://www.flashscore.com/match/basketball/florida-a-m-Q5WnNMLP/jackson-state-jLwbu4u2/?mid=W6QzYkO0,
USA,NCAA,https://www.flashscore.com/basketball/usa/ncaa/,Colorado State vs Fresno State,67-63,Finalizado,https://www.flashscore.com/match/basketball/colorado-state-b5cwaP5T/fresno-state-ruK0GbT5/?mid=YmdF8tRF,
USA,NCAA,https://www.flashscore.com/basketball/usa/ncaa/,DePaul vs Georgetown,56-63,Finalizado,https://www.flashscore.com/match/basketball/depaul-blue-demons-MXw5KHtL/georgetown-vX0WXabt/?mid=f1sf7cYI,
USA,NCAA,https://www.flashscore.com/basketball/usa/ncaa/,Florida Atlantic vs Temple,63-59,Finalizado,https://www.flashscore.com/match/basketball/florida-atlantic-dAGhaJTI/temple-owls-z51pZRIu/?mid=tY1YPct0,
USA,NCAA,https://www.flashscore.com/basketball/usa/ncaa/,Minnesota vs Rutgers,67-72,Finalizado,https://www.flashscore.com/match/basketball/minnesota-golden-gophers-ELNQYBbb/rutgers-scarlet-knights-AqZnICA9/?mid=lQqRRJBm,
USA,NCAA,https://www.flashscore.com/basketball/usa/ncaa/,Sam Houston St. vs New Mexico State,69-61,Finalizado,https://www.flashscore.com/match/basketball/new-mexico-state-xz9AG67f/sam-houston-st-6Rhx0U2q/?mid=vXTrWThD,
USA,NCAA,https://www.flashscore.com/basketball/usa/ncaa/,UC San Diego vs Cal Poly,72-69,Finalizado,https://www.flashscore.com/match/basketball/cal-poly-M9JnXlNB/uc-san-diego-j1ITcW0C/?mid=QNh7A2d3,
USA,NCAA,https://www.flashscore.com/basketball/usa/ncaa/,Clemson vs Wake Forest,71-62,Finalizado,https://www.flashscore.com/match/basketball/clemson-ttBc4Tyh/wake-forest-QsSU1UTm/?mid=WQGUgXpK,
USA,NCAA,https://www.flashscore.com/basketball/usa/ncaa/,Oklahoma vs South Carolina,86-74,Finalizado,https://www.flashscore.com/match/basketball/oklahoma-sooners-Yio7qsjC/south-carolina-gamecocks-SxiVC5W7/?mid=neUuV0QP,
USA,NCAA,https://www.flashscore.com/basketball/usa/ncaa/,TCU vs Oklahoma State,95-88,Finalizado,https://www.flashscore.com/match/basketball/oklahoma-state-SEpBr15I/tcu-SzbVtMaJ/?mid=buqB4Rh2,
USA,NCAA,https://www.flashscore.com/basketball/usa/ncaa/,Boise State vs San Jose State,74-84,Finalizado,https://www.flashscore.com/match/basketball/boise-state-bR6PTBw6/san-jose-state-j3d5MVv9/?mid=MRah1bJk,
USA,NCAA,https://www.flashscore.com/basketball/usa/ncaa/,Montana vs Idaho,66-77,Finalizado,https://www.flashscore.com/match/basketball/idaho-vandals-4Ml9RnRq/montana-zmOoQRzi/?mid=jZVdSUp9,
USA,NCAA,https://www.flashscore.com/basketball/usa/ncaa/,UC Davis vs UC Santa Barbara,79-73,Finalizado,https://www.flashscore.com/match/basketball/uc-davis-0hdwj21c/uc-santa-barbara-UypCl0oG/?mid=QeEM6KeS,
USA,NCAA,https://www.flashscore.com/basketball/usa/ncaa/,Miami (Ohio) vs UMass,83-87,Finalizado,https://www.flashscore.com/match/basketball/miami-ohio-Ms9oFUrU/umass-minutemen-zJjlKEan/?mid=0IfHVdXF,
USA,NCAA,https://www.flashscore.com/basketball/usa/ncaa/,Fordham vs George Washington,62-66,Finalizado,https://www.flashscore.com/match/basketball/fordham-0GUeHvEa/george-washington-xOE4xtjP/?mid=dUFBPvlm,
USA,NCAA,https://www.flashscore.com/basketball/usa/ncaa/,Ohio State vs Iowa,72-69,Finalizado,https://www.flashscore.com/match/basketball/iowa-hawkeyes-0jaJnnmS/ohio-state-buckeyes-z7S3pNz6/?mid=pYYdCM4K,
USA,NCAA,https://www.flashscore.com/basketball/usa/ncaa/,St. John's (N.Y.) vs Providence,85-72,Finalizado,https://www.flashscore.com/match/basketball/providence-friars-GANrHuKb/st-johns-red-storm-Qak2iShE/?mid=A9qXYq46,
