País,Liga,Link Liga,Partido,Resultado,Estado,Link Partido,Hora
AMERICA,World Cup - Qualification - First round,https://www.flashscore.com/basketball/world/world-cup/,Cuba vs Uruguay,62-88,Finalizado,https://www.flashscore.com/match/basketball/cuba-jFbhY951/uruguay-xGdicTPn/?mid=OSGT2Xx0,
EUROPE,Euroleague,https://www.flashscore.com/basketball/europe/euroleague/,Hapoel Tel-Aviv vs Paris,---,Postp,https://www.flashscore.com/match/basketball/hapoel-tel-aviv-x0WjVzjP/paris-CdCP6AWf/?mid=2qLEDb74,
USA,NBA,https://www.flashscore.com/basketball/usa/nba/,Washington Wizards vs Houston Rockets,118-123,Finalizado,https://www.flashscore.com/match/basketball/houston-rockets-Sr9PQALP/washington-wizards-W6vGWPsn/?mid=Uer1SwJ8,
USA,NBA,https://www.flashscore.com/basketball/usa/nba/,Milwaukee Bucks vs Boston Celtics,81-108,Finalizado,https://www.flashscore.com/match/basketball/boston-celtics-KYD9hVEm/milwaukee-bucks-QTBEW6rC/?mid=YsxR9V2s,
USA,NBA,https://www.flashscore.com/basketball/usa/nba/,Utah Jazz vs Denver Nuggets,125-128,Finalizado,https://www.flashscore.com/match/basketball/denver-nuggets-CxvW27TI/utah-jazz-hGuCX5Su/?mid=2NTs6m26,
USA,NBA,https://www.flashscore.com/basketball/usa/nba/,Golden State Warriors vs Los Angeles Clippers,101-114,Finalizado,https://www.flashscore.com/match/basketball/golden-state-warriors-SxUtXqch/los-angeles-clippers-vPeTYlqm/?mid=AmXk4RWI,
USA,NCAA,https://www.flashscore.com/basketball/usa/ncaa/,Cleveland State vs IU Indy,101-93,Finalizado,https://www.flashscore.com/match/basketball/cleveland-state-xC0O4mib/iu-indy-CUvftpQe/?mid=dbi43jdd,
USA,NCAA,https://www.flashscore.com/basketball/usa/ncaa/,Delaware State vs South Carolina St,59-61,Finalizado,https://www.flashscore.com/match/basketball/delaware-state-0IkdMwC8/south-carolina-st-YagMyk98/?mid=ja6OsT1m,
USA,NCAA,https://www.flashscore.com/basketball/usa/ncaa/,Howard vs Coppin State,90-70,Finalizado,https://www.flashscore.com/match/basketball/coppin-state-E5oMJn6i/howard-bison-2D2sWSIS/?mid=SGqYHW2e,
USA,NCAA,https://www.flashscore.com/basketball/usa/ncaa/,Md.-East. Shore vs N. Carolina Central,73-77,Finalizado,https://www.flashscore.com/match/basketball/md-eastern-shore-Akb0HCq5/n-carolina-central-xlIeQZGq/?mid=Q1bjYZpd,
