País,Liga,Link Liga,Partido,Resultado,Estado,Link Partido,Hora
CANADA,CEBL,https://www.flashscore.com/basketball/canada/cebl/,Winnipeg Sea Bears vs Saskatoon Mamba,107-96,Finalizado,https://www.flashscore.com/match/basketball/saskatoon-mamba-Yo4JSHPS/winnipeg-sea-bears-CvA7Jd5i/?mid=M93vOx9U,
CANADA,CEBL,https://www.flashscore.com/basketball/canada/cebl/,Scarborough Shooting Stars vs Montreal Alliance,VS,Finalizado,https://www.flashscore.com/match/basketball/montreal-alliance-lQniasYI/scarborough-shooting-stars-AZmm0NIC/?mid=CYrlrtfn,20:00
CANADA,CEBL,https://www.flashscore.com/basketball/canada/cebl/,Edmonton Stingers vs Calgary Surge,VS,Finalizado,https://www.flashscore.com/match/basketball/calgary-surge-CWFAUweG/edmonton-stingers-dtDbXuBc/?mid=YmXdtKOb,22:00
NEW ZEALAND,NBL,https://www.flashscore.com/basketball/new-zealand/nbl/,Southland Sharks vs Canterbury Rams,103-98,Finalizado,https://www.flashscore.com/match/basketball/canterbury-rams-nat5vdK3/southland-sharks-Akd76qyi/?mid=4856E5YA,
PHILIPPINES,MPBL,https://www.flashscore.com/basketball/philippines/mpbl/,Negros Hacienderos vs Sarangani Marlins,102-108,Finalizado,https://www.flashscore.com/match/basketball/negros-hacienderos-zwXutix0/sarangani-marlins-YBDlGtcJ/?mid=jT82xTCt,
PHILIPPINES,MPBL,https://www.flashscore.com/basketball/philippines/mpbl/,Marikina Shoemasters vs Valenzuela City Darkhorse,88-83,Finalizado,https://www.flashscore.com/match/basketball/marikina-shoemasters-UwbBlp0n/valenzuela-city-darkhorse-zV1Yv8tO/?mid=W6AIYpC5,
PHILIPPINES,MPBL,https://www.flashscore.com/basketball/philippines/mpbl/,Mindoro Tamaraws vs Iloilo United Royals,---,Postp,https://www.flashscore.com/match/basketball/iloilo-united-royals-bwVjQo3S/mindoro-tamaraws-UXe6YNCm/?mid=bgCAz7sg,
SWEDEN,Superettan,https://www.flashscore.com/basketball/sweden/superettan/,Norrort vs Alvik,---,Postp,https://www.flashscore.com/match/basketball/alvik-x2ll3Tzo/norrort-SWYPJPdE/?mid=8zMbmjM5,
SWEDEN,Superettan,https://www.flashscore.com/basketball/sweden/superettan/,Sollentuna vs Norrort,---,Postp,https://www.flashscore.com/match/basketball/norrort-SWYPJPdE/sollentuna-rRj5DTK7/?mid=xGgYqHFD,
SWEDEN,Superettan,https://www.flashscore.com/basketball/sweden/superettan/,Wetterbygden Stars vs Eskilstuna,---,Postp,https://www.flashscore.com/match/basketball/eskilstuna-zLwiyXCE/wetterbygden-stars-CMwCznja/?mid=z98ikCig,
SWEDEN,Basketettan Women,https://www.flashscore.com/basketball/sweden/basketettan-women/,Orebro W vs Haga Norrkoping W,---,Postp,https://www.flashscore.com/match/basketball/haga-norrkoping-SQ4jsUzK/kfum-orebro-x0xrUR75/?mid=ruZTyafE,
SWEDEN,Basketettan Women,https://www.flashscore.com/basketball/sweden/basketettan-women/,Orebro W vs Lobas W,---,Postp,https://www.flashscore.com/match/basketball/kfum-orebro-x0xrUR75/lobas-IN0mMlSG/?mid=lIapUny8,
WORLD,Friendly International,https://www.flashscore.com/basketball/world/friendly-international/,Latvia U20 vs Romania U20,75-59,Finalizado,https://www.flashscore.com/match/basketball/latvia-xjD84x1h/romania-GtbU1wI1/?mid=x2vGQpRH,
WORLD,Friendly International,https://www.flashscore.com/basketball/world/friendly-international/,Turkey U20 vs Serbia U20,65-79,Finalizado,https://www.flashscore.com/match/basketball/serbia-GtCC3dGb/turkey-0Cxmnc15/?mid=Uyy8S6d5,
WORLD,World Championship U17 - Play Offs,https://www.flashscore.com/basketball/world/world-championship-u17/,Japan U17 vs Lithuania U17,62-98,Finalizado,https://www.flashscore.com/match/basketball/japan-bVdY9W9s/lithuania-lb048QOh/?mid=f1eqvHAr,
WORLD,World Championship U17 - Play Offs,https://www.flashscore.com/basketball/world/world-championship-u17/,France U17 vs China U17,96-70,Finalizado,https://www.flashscore.com/match/basketball/china-6B63hVv7/france-WlIYhiAf/?mid=Snapbx2E,
WORLD,World Championship U17 - Play Offs,https://www.flashscore.com/basketball/world/world-championship-u17/,USA U17 vs Cameroon U17,141-85,Finalizado,https://www.flashscore.com/match/basketball/cameroon-niqFqho2/usa-EcL1FhnK/?mid=2Rbixeue,
WORLD,World Championship U17 - Play Offs,https://www.flashscore.com/basketball/world/world-championship-u17/,Italy U17 vs Canada U17,64-86,Finalizado,https://www.flashscore.com/match/basketball/canada-0jBk6rOH/italy-40JQyCA7/?mid=zucazZ97,
WORLD,World Championship U17 - Play Offs,https://www.flashscore.com/basketball/world/world-championship-u17/,Slovenia U17 vs Australia U17,66-97,Q47,https://www.flashscore.com/match/basketball/australia-p257ikfD/slovenia-f3DMKyj5/?mid=rPfr4khS,
WORLD,World Championship U17 - Play Offs,https://www.flashscore.com/basketball/world/world-championship-u17/,New Zealand U17 vs Serbia U17,39-56,Q210,https://www.flashscore.com/match/basketball/new-zealand-ANLH0em8/serbia-rLa87pva/?mid=Cby8KAx9,
WORLD,World Championship U17 - Play Offs,https://www.flashscore.com/basketball/world/world-championship-u17/,Turkey U17 vs Venezuela U17,VS,Finalizado,https://www.flashscore.com/match/basketball/turkey-K6jIfDur/venezuela-zLp7KUbB/?mid=vetEbTFk,17:15
WORLD,World Championship U17 - Play Offs,https://www.flashscore.com/basketball/world/world-championship-u17/,Puerto Rico U17 vs Ivory Coast U17,VS,Finalizado,https://www.flashscore.com/match/basketball/ivory-coast-zDP95Z7L/puerto-rico-hlP3Q1XC/?mid=nLqMd7p2,17:45
