País,Liga,Link Liga,Partido,Resultado,Estado,Link Partido,Hora
FRANCE,LNB - Play Offs,https://www.flashscore.com/basketball/france/lnb/,Paris vs Cholet,89-90,Finalizado,https://www.flashscore.com/match/basketball/cholet-6TSpW3Cb/paris-CdCP6AWf/?mid=2ZxwAnhm,
SPAIN,ACB - Play Offs,https://www.flashscore.com/basketball/spain/acb/,Murcia vs Barcelona,68-91,Finalizado,https://www.flashscore.com/match/basketball/barcelona-EDQLcAfL/murcia-Sju1Skf8/?mid=CC0m1FsC,
SPAIN,ACB - Play Offs,https://www.flashscore.com/basketball/spain/acb/,Real Madrid vs Tenerife,97-98,Finalizado,https://www.flashscore.com/match/basketball/real-madrid-MP6gLUO7/tenerife-OfgZ0mtF/?mid=APLFnGSI,
TURKEY,Super Lig - Play Offs,https://www.flashscore.com/basketball/turkey/super-lig/,Besiktas vs Bahcesehir Kol.,82-79,Finalizado,https://www.flashscore.com/match/basketball/bahcesehir-koleji-AJURGI1d/besiktas-hE4Gkj9l/?mid=YTB7gzRk,
BELARUS,Premier League - Play Offs,https://www.flashscore.com/basketball/belarus/premier-league/,Grodno vs Minsk,60-51,Finalizado,https://www.flashscore.com/match/basketball/bc-minsk-4EG5Vzys/grodno-MXrXQwaf/?mid=dhStiN5D,
BRAZIL,NBB - Play Offs,https://www.flashscore.com/basketball/brazil/nbb/,Pinheiros vs Franca,19-19,Q19,https://www.flashscore.com/match/basketball/franca-CQOHx6Kb/pinheiros-KfOswQZ4/?mid=IPX578D6,
BRAZIL,LBF Women,https://www.flashscore.com/basketball/brazil/lbf-women/,Campinas W vs Recife W,53-38,Q39,https://www.flashscore.com/match/basketball/campinas-p43ZC1nH/recife-KKrQ3VjE/?mid=UmyJ9mg4,
BRAZIL,LBF Women,https://www.flashscore.com/basketball/brazil/lbf-women/,Sao Jose W vs Cerrado W,8-13,Q19,https://www.flashscore.com/match/basketball/cerrado-jVnMFNoK/sao-jose-4tEBCtVb/?mid=21ZQ7RNG,
CANADA,CEBL,https://www.flashscore.com/basketball/canada/cebl/,Ottawa Blackjacks vs Vancouver Bandits,VS,Finalizado,https://www.flashscore.com/match/basketball/ottawa-blackjacks-jNEETcAM/vancouver-bandits-Ie17VJuA/?mid=IP05WVWs,23:30
CHINA,CBA - Play Offs,https://www.flashscore.com/basketball/china/cba/,Zhejiang Guangsha vs Shanghai,101-93,Finalizado,https://www.flashscore.com/match/basketball/shanghai-bRoFHR5U/zhejiang-guangsha-4t0I8jx6/?mid=4Ig7YnVF,
CROATIA,Premijer liga - Play Offs,https://www.flashscore.com/basketball/croatia/premijer-liga/,Zadar vs Cibona,92-57,Finalizado,https://www.flashscore.com/match/basketball/cibona-pYaI8xaK/zadar-4Itk3GMs/?mid=6ZwGycLG,
CZECH REPUBLIC,NBL - Play Offs,https://www.flashscore.com/basketball/czech-republic/nbl/,Nymburk vs Pardubice,81-73,Finalizado,https://www.flashscore.com/match/basketball/nymburk-C8cZ61Oi/pardubice-A9r0pkx2/?mid=4OQqcSye,
ISRAEL,Super League - Play Offs,https://www.flashscore.com/basketball/israel/super-league/,Hapoel HaEmek vs Hapoel Jerusalem,91-98,Finalizado,https://www.flashscore.com/match/basketball/hapoel-haemek-hvv4HfX8/hapoel-jerusalem-Emu0IzI2/?mid=rBieeA0U,
ISRAEL,Super League - Play Offs,https://www.flashscore.com/basketball/israel/super-league/,Maccabi Rishon vs Hapoel Tel Aviv,69-95,Finalizado,https://www.flashscore.com/match/basketball/hapoel-tel-aviv-x0WjVzjP/maccabi-rishon-rXIo3Fdc/?mid=6mVCDiGb,
ISRAEL,Super League - Relegation Group,https://www.flashscore.com/basketball/israel/super-league/,Nes Ziona vs Maccabi Raanana,96-70,Finalizado,https://www.flashscore.com/match/basketball/ironi-nes-ziona-213OZzrN/maccabi-raanana-U7cqsv48/?mid=tQaYB3tm,
LEBANON,Division 1 - Relegation - Play Offs,https://www.flashscore.com/basketball/lebanon/division-1/,Chabeb Batroun vs NSA,91-94,Finalizado,https://www.flashscore.com/match/basketball/chabeb-batroun-tzO79csH/nsa-xjRIpje7/?mid=QPaej6Pb,
MEXICO,CIBACOPA - Play Offs,https://www.flashscore.com/basketball/mexico/cibacopa/,Angeles CDMX vs Zonkeys de Tijuana,80-78,AOT,https://www.flashscore.com/match/basketball/angeles-cdmx-8pvK0jqi/zonkeys-de-tijuana-4AyvPRIb/?mid=A5RI1sHt,
MEXICO,CIBACOPA - Play Offs,https://www.flashscore.com/basketball/mexico/cibacopa/,Halcones de Obregon vs Toros Laguna,89-72,Finalizado,https://www.flashscore.com/match/basketball/halcones-de-ciudad-obregon-rFTYJEzo/toros-laguna-AHfdXdCT/?mid=z9UzNwXj,
MONTENEGRO,Prva A Liga - Play Offs,https://www.flashscore.com/basketball/montenegro/prva-a-liga/,Buducnost vs Studentski Centar,104-81,Finalizado,https://www.flashscore.com/match/basketball/buducnost-6s1E9IqE/studentski-centar-YqKItU7M/?mid=AyrZaKGE,
PHILIPPINES,MPBL,https://www.flashscore.com/basketball/philippines/mpbl/,Zamboanga Sikat vs Bulacan Kuyas,83-73,Finalizado,https://www.flashscore.com/match/basketball/bulacan-kuyas-jR4PyuZo/zamboanga-sikat-8E90PyNN/?mid=p4iHsPuI,
PHILIPPINES,MPBL,https://www.flashscore.com/basketball/philippines/mpbl/,Mindoro Tamaraws vs Batangas City,71-77,Finalizado,https://www.flashscore.com/match/basketball/batangas-city-8MjGg7eH/mindoro-tamaraws-UXe6YNCm/?mid=hUfPu3AU,
