País,Liga,Link Liga,Partido,Resultado,Estado,Link Partido,Hora
EUROPE,Euroleague,https://www.flashscore.com/basketball/europe/euroleague/,Virtus Bologna vs Partizan Mozzart Bet,VS,Finalizado,https://www.flashscore.com/match/basketball/partizan-mozzart-bet-GAiz1YL6/virtus-bologna-YwDFycYd/?mid=M1JqyNu9,19:45
EUROPE,Eurocup - Play Offs,https://www.flashscore.com/basketball/europe/eurocup/,Turk Telekom vs Manresa,VS,Finalizado,https://www.flashscore.com/match/basketball/manresa-KAm6vlvR/turk-telekom-xzhkYoHf/?mid=UTf9FtnL,17:00
EUROPE,Eurocup - Play Offs,https://www.flashscore.com/basketball/europe/eurocup/,Buducnost vs Cluj-Napoca,VS,Finalizado,https://www.flashscore.com/match/basketball/buducnost-6s1E9IqE/csu-cluj-napoca-Iy6Md8xS/?mid=hK3n8bve,18:00
EUROPE,Eurocup - Play Offs,https://www.flashscore.com/basketball/europe/eurocup/,Cedevita Olimpija vs Chemnitz,VS,Finalizado,https://www.flashscore.com/match/basketball/cedevita-olimpija-M7fraCjJ/chemnitz-hInQh5sp/?mid=0CouAK9r,18:00
EUROPE,Eurocup - Play Offs,https://www.flashscore.com/basketball/europe/eurocup/,Venezia vs Trento,VS,Finalizado,https://www.flashscore.com/match/basketball/trento-ITNxcZJl/venezia-nR1rGe9M/?mid=dGd1H2H8,19:00
EUROPE,Champions League - Winners stage,https://www.flashscore.com/basketball/europe/champions-league/,AEK Athens vs Tofas,VS,Finalizado,https://www.flashscore.com/match/basketball/aek-athens-rNP3sgeq/tofas-ljIF1MyG/?mid=x2s4Y7a6,17:00
EUROPE,Champions League - Winners stage,https://www.flashscore.com/basketball/europe/champions-league/,Nymburk vs Trieste,VS,Finalizado,https://www.flashscore.com/match/basketball/nymburk-C8cZ61Oi/pallacanestro-trieste-f7SJ0Orj/?mid=bVfhFxQP,17:30
EUROPE,Champions League - Winners stage,https://www.flashscore.com/basketball/europe/champions-league/,Rytas vs Le Mans,VS,Finalizado,https://www.flashscore.com/match/basketball/bc-rytas-d2OmwT1J/le-mans-Qqv37Lsk/?mid=zedm5Roo,17:30
EUROPE,Champions League - Winners stage,https://www.flashscore.com/basketball/europe/champions-league/,AS Karditsas vs Alba Berlin,VS,Finalizado,https://www.flashscore.com/match/basketball/alba-berlin-ncLyc03K/as-karditsas-EHW5nnIO/?mid=bPPC1q9r,19:00
EUROPE,Champions League - Winners stage,https://www.flashscore.com/basketball/europe/champions-league/,Tenerife vs Gran Canaria,VS,Finalizado,https://www.flashscore.com/match/basketball/gran-canaria-QmfIiWgr/tenerife-OfgZ0mtF/?mid=4GDVUO9s,20:00
USA,NBA,https://www.flashscore.com/basketball/usa/nba/,Houston Rockets vs Toronto Raptors,113-99,Finalizado,https://www.flashscore.com/match/basketball/houston-rockets-Sr9PQALP/toronto-raptors-CxtbCMdU/?mid=KlXTTKUg,
USA,NBA,https://www.flashscore.com/basketball/usa/nba/,Milwaukee Bucks vs Phoenix Suns,114-129,Finalizado,https://www.flashscore.com/match/basketball/milwaukee-bucks-QTBEW6rC/phoenix-suns-M1Gy2pra/?mid=8EwaWbY1,
USA,NBA,https://www.flashscore.com/basketball/usa/nba/,San Antonio Spurs vs Boston Celtics,125-116,Finalizado,https://www.flashscore.com/match/basketball/boston-celtics-KYD9hVEm/san-antonio-spurs-IwmkErSH/?mid=08Qpf2Q8,
USA,NBA,https://www.flashscore.com/basketball/usa/nba/,Golden State Warriors vs Chicago Bulls,124-130,AOT,https://www.flashscore.com/match/basketball/chicago-bulls-bPjc49q0/golden-state-warriors-SxUtXqch/?mid=dzKghteL,
USA,NBA,https://www.flashscore.com/basketball/usa/nba/,Portland Trail Blazers vs Charlotte Hornets,101-103,Finalizado,https://www.flashscore.com/match/basketball/charlotte-hornets-xftMikUg/portland-trail-blazers-4Awl14c5/?mid=SIAPnKIr,
USA,NBA,https://www.flashscore.com/basketball/usa/nba/,Sacramento Kings vs Indiana Pacers,114-109,Finalizado,https://www.flashscore.com/match/basketball/indiana-pacers-YPohMUTt/sacramento-kings-CvwE1OCB/?mid=lYbYpbme,
USA,NBA,https://www.flashscore.com/basketball/usa/nba/,Los Angeles Lakers vs Minnesota Timberwolves,120-106,Finalizado,https://www.flashscore.com/match/basketball/los-angeles-lakers-ngegZ8bg/minnesota-timberwolves-KjBIVQcI/?mid=zkctqxI7,
USA,NBA,https://www.flashscore.com/basketball/usa/nba/,Orlando Magic vs Cleveland Cavaliers,VS,Finalizado,https://www.flashscore.com/match/basketball/cleveland-cavaliers-xGk13Tb6/orlando-magic-QZMS36Dn/?mid=jcuT6uAE,23:30
USA,NCAA,https://www.flashscore.com/basketball/usa/ncaa/,Jackson State vs Grambling St.,68-65,Finalizado,https://www.flashscore.com/match/basketball/grambling-st-bkFPTeSH/jackson-state-jLwbu4u2/?mid=fq0wQRY7,
USA,NCAA,https://www.flashscore.com/basketball/usa/ncaa/,Gonzaga vs Santa Clara,79-68,Finalizado,https://www.flashscore.com/match/basketball/gonzaga-bulldogs-KbGLUyDB/santa-clara-YRoALkfF/?mid=f3jXo9eR,
USA,NCAA,https://www.flashscore.com/basketball/usa/ncaa/,Jacksonville State vs New Mexico State,63-68,Finalizado,https://www.flashscore.com/match/basketball/jacksonville-state-0vkE47X8/new-mexico-state-xz9AG67f/?mid=O0BTaf9e,
USA,NCAA,https://www.flashscore.com/basketball/usa/ncaa/,Merrimack Warriors vs Siena,54-64,Finalizado,https://www.flashscore.com/match/basketball/merrimack-warriors-tfZ3DLgb/siena-saints-bejl1YX5/?mid=djTiQ6zq,
USA,NCAA,https://www.flashscore.com/basketball/usa/ncaa/,Portland State vs Montana,72-75,Finalizado,https://www.flashscore.com/match/basketball/montana-zmOoQRzi/portland-state-MJzdcb4U/?mid=nwmPmVQE,
USA,NCAA,https://www.flashscore.com/basketball/usa/ncaa/,Colorado vs Oklahoma State,83-92,Finalizado,https://www.flashscore.com/match/basketball/colorado-KEbZa5jN/oklahoma-state-SEpBr15I/?mid=Q32DlLZq,
USA,NCAA,https://www.flashscore.com/basketball/usa/ncaa/,McNeese State vs UTRGV,84-80,AOT,https://www.flashscore.com/match/basketball/mcneese-state-UujhJYEh/utrgv-dxCOYueG/?mid=ATe2tmJl,
USA,NCAA,https://www.flashscore.com/basketball/usa/ncaa/,East. Washington vs Idaho,68-81,Finalizado,https://www.flashscore.com/match/basketball/east-washington-OYXEKPMD/idaho-vandals-4Ml9RnRq/?mid=rsfAvRm1,
USA,NCAA,https://www.flashscore.com/basketball/usa/ncaa/,La Salle vs St. Bonaventure,VS,FRO,https://www.flashscore.com/match/basketball/la-salle-0E5KrsP7/st-bonaventure-YHlsT4o1/?mid=WQEybYw8,15:30
USA,NCAA,https://www.flashscore.com/basketball/usa/ncaa/,Iowa vs Maryland,VS,FRO,https://www.flashscore.com/match/basketball/iowa-hawkeyes-0jaJnnmS/maryland-terrapins-dSipLfpt/?mid=nw7gYbIq,16:00
USA,NCAA,https://www.flashscore.com/basketball/usa/ncaa/,NC State vs Pittsburgh,VS,FRO,https://www.flashscore.com/match/basketball/nc-state-0SQTUF8S/pittsburgh-panthers-QismaKZH/?mid=SljvV42L,16:00
USA,NCAA,https://www.flashscore.com/basketball/usa/ncaa/,Iowa State vs Arizona State,VS,FRO,https://www.flashscore.com/match/basketball/arizona-state-lSP2WtAR/iowa-state-IVoor6eq/?mid=xOyAPrQr,16:30
