País,Liga,Link Liga,Partido,Resultado,Estado,Link Partido,Hora
ITALY,Lega A - Play Offs,https://www.flashscore.com/basketball/italy/lega-a/,Brescia vs Trieste,90-82,Finalizado,https://www.flashscore.com/match/basketball/brescia-AcIKtbth/pallacanestro-trieste-f7SJ0Orj/?mid=buwAyrLr,
ITALY,Lega A - Play Offs,https://www.flashscore.com/basketball/italy/lega-a/,Olimpia Milano vs Reggiana,77-65,Finalizado,https://www.flashscore.com/match/basketball/milan-tUT82gR9/reggiana-4IvWGyfG/?mid=dhbxNr6k,
USA,NBA - Play Offs,https://www.flashscore.com/basketball/usa/nba/,Detroit Pistons vs Cleveland Cavaliers,94-125,Finalizado,https://www.flashscore.com/match/basketball/cleveland-cavaliers-xGk13Tb6/detroit-pistons-UcjMRj6J/?mid=WC5fCNwI,
ALBANIA,Superliga - Play Offs,https://www.flashscore.com/basketball/albania/superliga/,Beselidhja vs Tirana,103-84,Finalizado,https://www.flashscore.com/match/basketball/beselidhja-jcye3lVm/sk-tirana-v1XrnSDm/?mid=neraLT9E,
BELARUS,Premier League - Play Offs,https://www.flashscore.com/basketball/belarus/premier-league/,Minsk vs Borisfen,83-60,Finalizado,https://www.flashscore.com/match/basketball/bc-minsk-4EG5Vzys/borisfen-CEytZ1iE/?mid=dfRHSvEU,
BRAZIL,NBB - Play Offs,https://www.flashscore.com/basketball/brazil/nbb/,Franca vs Brasilia,VS,Finalizado,https://www.flashscore.com/match/basketball/brasilia-23ofxpkB/franca-CQOHx6Kb/?mid=UVkuLiMk,23:00
BRAZIL,LBF Women,https://www.flashscore.com/basketball/brazil/lbf-women/,Salvador W vs Santo Andre W,41-80,Finalizado,https://www.flashscore.com/match/basketball/salvador-SGs4qoGU/santo-andre-4QVSAKaB/?mid=zZo11Arf,
BRAZIL,LBF Women,https://www.flashscore.com/basketball/brazil/lbf-women/,Maringa W vs Sampaio W,18-35,Q25,https://www.flashscore.com/match/basketball/maringa-4MvZgtP0/sampaio-8bIkoJxs/?mid=rak9alD6,
CANADA,CEBL,https://www.flashscore.com/basketball/canada/cebl/,Ottawa Blackjacks vs Niagara River Lions,VS,Finalizado,https://www.flashscore.com/match/basketball/niagara-river-lions-pOoXKGh9/ottawa-blackjacks-jNEETcAM/?mid=zouaboLb,23:00
CHILE,LNB - Apertura - Play Offs,https://www.flashscore.com/basketball/chile/lnb/,U. De Concepcion vs Boston C. C.,119-83,Finalizado,https://www.flashscore.com/match/basketball/boston-college-chile-O05LMgHt/universidad-de-concepcion-j9Mx4gyl/?mid=vkub3LV1,
