País,Liga,Link Liga,Partido,Resultado,Estado,Link Partido,Hora
FRANCE,LNB - Play-in,https://www.flashscore.com/basketball/france/lnb/,Chalon/Saone vs Nancy,91-75,Finalizado,https://www.flashscore.com/match/basketball/chalon-saone-pK5YsrsB/nancy-xKs76uce/?mid=pla3nInT,
FRANCE,LNB - Play-in,https://www.flashscore.com/basketball/france/lnb/,JL Bourg vs Strasbourg,91-71,Finalizado,https://www.flashscore.com/match/basketball/jl-bourg-A5BNuIF5/strasbourg-Srews2dH/?mid=xOeelvIG,
SPAIN,ACB,https://www.flashscore.com/basketball/spain/acb/,Tenerife vs Joventut Badalona,98-100,AOT,https://www.flashscore.com/match/basketball/joventut-badalona-Sn9ppE18/tenerife-OfgZ0mtF/?mid=QH2TA3vP,
USA,NBA - Play Offs,https://www.flashscore.com/basketball/usa/nba/,New York Knicks vs Cleveland Cavaliers,115-104,AOT,https://www.flashscore.com/match/basketball/cleveland-cavaliers-xGk13Tb6/new-york-knicks-WCNO4nbt/?mid=vZEx3Osh,
ARGENTINA,Liga A - Play Offs,https://www.flashscore.com/basketball/argentina/liga-a/,Quimsa vs Instituto de Cordoba,75-71,Finalizado,https://www.flashscore.com/match/basketball/instituto-de-cordoba-rJPlbMMq/quimsa-E7pXLvd8/?mid=b9lTWW3t,
ASIA,Asia Champions League - Qualification - Winners stage,https://www.flashscore.com/basketball/asia/asia-champions-league/,Hi-Tech vs Taoyuan Pauian Pilots,75-104,Finalizado,https://www.flashscore.com/match/basketball/hi-tech-basketball-club-pfMW1p0L/taoyuan-pauian-pilots-W0A1QsV7/?mid=KMD624wR,
ASIA,Asia Champions League - Qualification - Winners stage,https://www.flashscore.com/basketball/asia/asia-champions-league/,Xac Broncos vs Dewa United,53-95,Finalizado,https://www.flashscore.com/match/basketball/dewa-united-banten-zkBtwnA1/xac-broncos-x8WkTjXj/?mid=Ghaxcr1l,
BELARUS,Premier League - 5th-8th places,https://www.flashscore.com/basketball/belarus/premier-league/,SDUSHOR Minsk vs Brest,94-66,Finalizado,https://www.flashscore.com/match/basketball/brest-Q34q9qkP/sdushor-minsk-lv7lEjo6/?mid=nyAXgFuI,
BELARUS,Premier League - 5th-8th places,https://www.flashscore.com/basketball/belarus/premier-league/,Rguor Minsk vs Grodno GrSU,71-84,Finalizado,https://www.flashscore.com/match/basketball/grodno-grsu-4QzhiV6d/rguor-minsk-WKFnULI8/?mid=rchkCden,
BOSNIA AND HERZEGOVINA,Prvenstvo BiH - Winners stage,https://www.flashscore.com/basketball/bosnia-and-herzegovina/prvenstvo-bih/,Borac Banja Luka vs Sloboda,57-63,Finalizado,https://www.flashscore.com/match/basketball/borac-banja-luka-SGP6WmyS/sloboda-tuzla-U1tsYK7H/?mid=KzuZcWaE,
BOSNIA AND HERZEGOVINA,Prvenstvo BiH - Winners stage,https://www.flashscore.com/basketball/bosnia-and-herzegovina/prvenstvo-bih/,Jahorina vs Siroki Brijeg,78-88,Finalizado,https://www.flashscore.com/match/basketball/jahorina-jVUJYNwC/siroki-brijeg-Y3RRdZ6D/?mid=QZ66uOqm,
BRAZIL,NBB - Play Offs,https://www.flashscore.com/basketball/brazil/nbb/,Corinthians Paulista vs Pinheiros,2-3,Q12,https://www.flashscore.com/match/basketball/corinthians-paulista-IVE5O0Oa/pinheiros-KfOswQZ4/?mid=2HgtuDDL,
BRAZIL,LBF Women,https://www.flashscore.com/basketball/brazil/lbf-women/,Campinas W vs Sampaio W,48-36,Q33,https://www.flashscore.com/match/basketball/campinas-p43ZC1nH/sampaio-8bIkoJxs/?mid=jPhHcSsJ,
BRAZIL,LBF Women,https://www.flashscore.com/basketball/brazil/lbf-women/,Recife W vs Cerrado W,19-37,Q27,https://www.flashscore.com/match/basketball/cerrado-jVnMFNoK/recife-KKrQ3VjE/?mid=G6b6rBf5,
BRAZIL,LBF Women,https://www.flashscore.com/basketball/brazil/lbf-women/,SESI Araraquara W vs Sao Jose W,VS,Finalizado,https://www.flashscore.com/match/basketball/sao-jose-4tEBCtVb/sesi-araraquara-rqgbAyaG/?mid=lKdEtkPH,23:30
BULGARIA,NBL - Play Offs,https://www.flashscore.com/basketball/bulgaria/nbl/,Rilski Sportist vs Lok. Plovdiv,87-92,Finalizado,https://www.flashscore.com/match/basketball/lok-plovdiv-SQ2iAJg4/rilski-sportist-GnJpq2s7/?mid=8M4yhkG7,
CHINA,CBA - Play Offs,https://www.flashscore.com/basketball/china/cba/,Beijing vs Shanghai,66-81,Finalizado,https://www.flashscore.com/match/basketball/beijing-ducks-SAw2AC7g/shanghai-bRoFHR5U/?mid=zJ5ekrYO,
CROATIA,Premijer liga - Relegation,https://www.flashscore.com/basketball/croatia/premijer-liga/,Kastela vs Dinamo Zagreb,82-101,Finalizado,https://www.flashscore.com/match/basketball/dinamo-zagreb-GlvEfaim/kastela-zRhc51y3/?mid=jcbctsV0,
CZECH REPUBLIC,NBL - Play Offs,https://www.flashscore.com/basketball/czech-republic/nbl/,Opava vs Nymburk,86-98,Finalizado,https://www.flashscore.com/match/basketball/nymburk-C8cZ61Oi/opava-CEfXf6Mb/?mid=xxXSB7as,
CZECH REPUBLIC,1. Liga - Relegation,https://www.flashscore.com/basketball/czech-republic/1-liga/,Slovan C. Pole Brno vs SK Zabovresky,87-95,Finalizado,https://www.flashscore.com/match/basketball/sk-zabovresky-IouFbzrP/slovan-c-pole-brno-lhAshwDP/?mid=n5Bb7kLj,
DOMINICAN REPUBLIC,LNB,https://www.flashscore.com/basketball/dominican-republic/lnb/,Marineros vs Heroes de Moca,85-78,Finalizado,https://www.flashscore.com/match/basketball/heroes-de-moca-xfeHvvde/marineros-2onu5hMs/?mid=AXV2pGW1,
DOMINICAN REPUBLIC,LNB,https://www.flashscore.com/basketball/dominican-republic/lnb/,Soles vs Reales de la Vega,90-94,Finalizado,https://www.flashscore.com/match/basketball/reales-de-la-vega-hECRyD5B/soles-s-d-nVAu0bbt/?mid=zBNl8JO8,
ESTONIA,Korvpalli Meistriliiga - Play Offs,https://www.flashscore.com/basketball/estonia/korvpalli-meistriliiga/,BC Kalev/Cramo vs Tartu Ulikool,81-82,Finalizado,https://www.flashscore.com/match/basketball/bc-kalev-cramo-nZyexjoc/tartu-ulikool-nZHtv16K/?mid=OhgZE3bM,
GERMANY,Pro A - Play Offs,https://www.flashscore.com/basketball/germany/pro-a/,Phoenix Hagen vs Bremerhaven,85-80,Finalizado,https://www.flashscore.com/match/basketball/bremerhaven-vadYibtl/phoenix-hagen-j51PxKiN/?mid=lGKc1zkf,
GERMANY,Pro A - Play Offs,https://www.flashscore.com/basketball/germany/pro-a/,Kirchheim vs Giessen,77-90,Finalizado,https://www.flashscore.com/match/basketball/giessen-EyiykxB0/kirchheim-MZefbRJM/?mid=UXWB5c4C,
HUNGARY,NB I. A - Play Out,https://www.flashscore.com/basketball/hungary/nb-i-a/,Kecskemeti TE vs NKA Pecs,96-93,AOT,https://www.flashscore.com/match/basketball/kecskemeti-te-2id8SNNP/nka-pecs-4QYdnqPh/?mid=4OA3gF3E,
HUNGARY,NB I. A - Play Out,https://www.flashscore.com/basketball/hungary/nb-i-a/,Kormend vs Zalakeramia,101-99,Finalizado,https://www.flashscore.com/match/basketball/kormend-Cd56mTzF/zalakeramia-WOShPMhB/?mid=xIIHVBB7,
HUNGARY,NB I. A - Play Out,https://www.flashscore.com/basketball/hungary/nb-i-a/,OSE Lions vs Szedeak,102-84,Finalizado,https://www.flashscore.com/match/basketball/ose-lions-AkZ16Pjm/szedeak-l0uLbPZi/?mid=ALDBigYQ,
HUNGARY,NB I. A - Play Offs,https://www.flashscore.com/basketball/hungary/nb-i-a/,Kaposvari vs Atomeromu Paks,85-83,Finalizado,https://www.flashscore.com/match/basketball/atomeromu-paks-hCYJOBXm/kaposvari-OtlqLTWC/?mid=2ckdP9YI,
IRAN,Super League - Winners stage,https://www.flashscore.com/basketball/iran/super-league/,Palayesh Naft Abadan vs Esteghlal BC,69-93,Finalizado,https://www.flashscore.com/match/basketball/esteghlal-bc-nsVZyC4m/palayesh-naft-abadan-zZ3J7YrT/?mid=xQdYKAqT,
ISRAEL,Super League,https://www.flashscore.com/basketball/israel/super-league/,Hapoel Jerusalem vs Hapoel Beer Sheva,103-87,Finalizado,https://www.flashscore.com/match/basketball/hapoel-beer-sheva-hbjbfv4A/hapoel-jerusalem-Emu0IzI2/?mid=27PVh5Ua,
ISRAEL,Super League,https://www.flashscore.com/basketball/israel/super-league/,Bnei Herzliya vs Hapoel HaEmek,96-94,Finalizado,https://www.flashscore.com/match/basketball/bnei-herzliya-QBvnpKKH/hapoel-haemek-hvv4HfX8/?mid=I1pl7ekA,
ISRAEL,Super League,https://www.flashscore.com/basketball/israel/super-league/,Hapoel Tel Aviv vs Maccabi Rishon,91-76,Finalizado,https://www.flashscore.com/match/basketball/hapoel-tel-aviv-x0WjVzjP/maccabi-rishon-rXIo3Fdc/?mid=AwWmrlGs,
ITALY,Serie A2 - Play Offs,https://www.flashscore.com/basketball/italy/serie-a2/,Fortitudo Bologna vs Verona,59-60,Finalizado,https://www.flashscore.com/match/basketball/fortitudo-bologna-lQBKDgtj/verona-vFDZq8tS/?mid=CCIMxDBd,
