País,Liga,Link Liga,Partido,Resultado,Estado,Link Partido,Hora
FRANCE,LNB,https://www.flashscore.com/basketball/france/lnb/,JL Bourg vs Le Mans,VS,Finalizado,https://www.flashscore.com/match/basketball/jl-bourg-A5BNuIF5/le-mans-Qqv37Lsk/?mid=EaC565Cb,17:00
FRANCE,LNB,https://www.flashscore.com/basketball/france/lnb/,Cholet vs Le Portel,VS,Finalizado,https://www.flashscore.com/match/basketball/cholet-6TSpW3Cb/le-portel-lOca3F9n/?mid=IXId8Rsn,17:10
FRANCE,LNB,https://www.flashscore.com/basketball/france/lnb/,Monaco vs Nancy,VS,Finalizado,https://www.flashscore.com/match/basketball/as-monaco-YFxc9UAj/nancy-xKs76uce/?mid=ttoMeOHM,17:20
FRANCE,LNB,https://www.flashscore.com/basketball/france/lnb/,Boulazac vs Lyon-Villeurbanne,VS,Finalizado,https://www.flashscore.com/match/basketball/boulazac-pGtBbX8B/lyon-villeurbanne-KrXB5aC1/?mid=0QRhj2up,19:30
ITALY,Lega A,https://www.flashscore.com/basketball/italy/lega-a/,Venezia vs Udine,VS,Finalizado,https://www.flashscore.com/match/basketball/udine-42obriQL/venezia-nR1rGe9M/?mid=zZ8Gjy96,19:00
ITALY,Lega A,https://www.flashscore.com/basketball/italy/lega-a/,Trieste vs Trento,VS,Finalizado,https://www.flashscore.com/match/basketball/pallacanestro-trieste-f7SJ0Orj/trento-ITNxcZJl/?mid=GWhFhcvf,19:30
SPAIN,ACB,https://www.flashscore.com/basketball/spain/acb/,Unicaja vs Basket Zaragoza,VS,Finalizado,https://www.flashscore.com/match/basketball/unicaja-K6HkdCoR/zaragoza-SGiReo1g/?mid=ENGhAxmL,17:00
SPAIN,ACB,https://www.flashscore.com/basketball/spain/acb/,Murcia vs Gran Canaria,VS,Finalizado,https://www.flashscore.com/match/basketball/gran-canaria-QmfIiWgr/murcia-Sju1Skf8/?mid=8AohCbI8,18:00
SPAIN,ACB,https://www.flashscore.com/basketball/spain/acb/,Tenerife vs Valencia,VS,Finalizado,https://www.flashscore.com/match/basketball/tenerife-OfgZ0mtF/valencia-6w8lqYGE/?mid=bPwMpmaE,19:00
SPAIN,ACB,https://www.flashscore.com/basketball/spain/acb/,Bilbao vs Breogan,VS,Finalizado,https://www.flashscore.com/match/basketball/bilbao-GWZ15Sne/rio-breogan-tW3U1TQ8/?mid=GGb6leQ1,20:00
TURKEY,Super Lig,https://www.flashscore.com/basketball/turkey/super-lig/,Esenler Erokspor vs Petkim Spor,VS,Finalizado,https://www.flashscore.com/match/basketball/esenler-erokspor-x6ikfuB1/petkim-spor-bP2InIvD/?mid=rJKz343B,10:00
TURKEY,Super Lig,https://www.flashscore.com/basketball/turkey/super-lig/,Trabzonspor vs Manisa,VS,Finalizado,https://www.flashscore.com/match/basketball/manisa-buyuksehri-pbAAjuKU/trabzonspor-GQjgX5W0/?mid=GSjh3YEi,12:30
TURKEY,Super Lig,https://www.flashscore.com/basketball/turkey/super-lig/,Karsiyaka vs Turk Telekom,VS,Finalizado,https://www.flashscore.com/match/basketball/karsiyaka-basket-4phclwNB/turk-telekom-xzhkYoHf/?mid=4228ajEG,15:00
USA,NBA,https://www.flashscore.com/basketball/usa/nba/,Houston Rockets vs New Orleans Pelicans,107-105,Finalizado,https://www.flashscore.com/match/basketball/houston-rockets-Sr9PQALP/new-orleans-pelicans-U3yc9SkP/?mid=rmniSnxh,
USA,NBA,https://www.flashscore.com/basketball/usa/nba/,Golden State Warriors vs Minnesota Timberwolves,117-127,Finalizado,https://www.flashscore.com/match/basketball/golden-state-warriors-SxUtXqch/minnesota-timberwolves-KjBIVQcI/?mid=xUm7O4yH,
USA,NBA,https://www.flashscore.com/basketball/usa/nba/,Portland Trail Blazers vs Utah Jazz,124-114,Finalizado,https://www.flashscore.com/match/basketball/portland-trail-blazers-4Awl14c5/utah-jazz-hGuCX5Su/?mid=YesGMr6T,
USA,NBA,https://www.flashscore.com/basketball/usa/nba/,Los Angeles Clippers vs Chicago Bulls,119-108,Finalizado,https://www.flashscore.com/match/basketball/chicago-bulls-bPjc49q0/los-angeles-clippers-vPeTYlqm/?mid=URSoHMTj,
USA,NBA,https://www.flashscore.com/basketball/usa/nba/,Philadelphia 76ers vs Brooklyn Nets,VS,Finalizado,https://www.flashscore.com/match/basketball/brooklyn-nets-bsAMUpDO/philadelphia-76ers-vwRW2QSh/?mid=pzBYvQLc,17:00
USA,NBA,https://www.flashscore.com/basketball/usa/nba/,Atlanta Hawks vs Milwaukee Bucks,VS,Finalizado,https://www.flashscore.com/match/basketball/atlanta-hawks-xAO4gBas/milwaukee-bucks-QTBEW6rC/?mid=jXDtw4jA,19:00
USA,NBA,https://www.flashscore.com/basketball/usa/nba/,San Antonio Spurs vs Charlotte Hornets,VS,Finalizado,https://www.flashscore.com/match/basketball/charlotte-hornets-xftMikUg/san-antonio-spurs-IwmkErSH/?mid=EDNVGDZ7,19:30
USA,NBA,https://www.flashscore.com/basketball/usa/nba/,Boston Celtics vs Washington Wizards,VS,Finalizado,https://www.flashscore.com/match/basketball/boston-celtics-KYD9hVEm/washington-wizards-W6vGWPsn/?mid=ALQEKezq,22:00
USA,NCAA,https://www.flashscore.com/basketball/usa/ncaa/,N. Carolina Central vs Delaware State,59-53,Finalizado,https://www.flashscore.com/match/basketball/delaware-state-0IkdMwC8/n-carolina-central-xlIeQZGq/?mid=0p7S5dbS,
USA,NCAA,https://www.flashscore.com/basketball/usa/ncaa/,UConn vs Georgetown,67-51,Finalizado,https://www.flashscore.com/match/basketball/connecticut-huskies-8rqVf3Tj/georgetown-vX0WXabt/?mid=hK3K7ITF,
USA,NCAA,https://www.flashscore.com/basketball/usa/ncaa/,Florida A&M vs Southern Univ.,70-73,Finalizado,https://www.flashscore.com/match/basketball/florida-a-m-Q5WnNMLP/southern-jaguars-x2ofzmgR/?mid=WScb0zMk,
USA,NCAA,https://www.flashscore.com/basketball/usa/ncaa/,Michigan State vs UCLA,84-88,Finalizado,https://www.flashscore.com/match/basketball/michigan-state-GOC3ZXTo/ucla-Cp7OmK0M/?mid=4td6bEj2,
USA,NCAA,https://www.flashscore.com/basketball/usa/ncaa/,UC Irvine vs CS Northridge,93-78,Finalizado,https://www.flashscore.com/match/basketball/cs-northridge-KSaiH45G/uc-irvine-fFeskMG3/?mid=dlbiMHr9,
USA,NCAA,https://www.flashscore.com/basketball/usa/ncaa/,Utah Valley State vs UT Arlington,67-65,Finalizado,https://www.flashscore.com/match/basketball/texas-arlington-jVfEOLPp/utah-valley-state-80jS3JFF/?mid=2mQO39Ss,
USA,NCAA,https://www.flashscore.com/basketball/usa/ncaa/,Arkansas vs Oklahoma,82-79,Finalizado,https://www.flashscore.com/match/basketball/arkansas-razorbacks-jPP3SKXl/oklahoma-sooners-Yio7qsjC/?mid=rRRv0RR6,
USA,NCAA,https://www.flashscore.com/basketball/usa/ncaa/,Duke vs Clemson,73-61,Finalizado,https://www.flashscore.com/match/basketball/clemson-ttBc4Tyh/duke-blue-devils-URtEEZYf/?mid=tIHYL8lQ,
USA,NCAA,https://www.flashscore.com/basketball/usa/ncaa/,Houston vs Kansas,69-47,Finalizado,https://www.flashscore.com/match/basketball/houston-cougars-KlDxX83M/kansas-jayhawks-d6rN2o2L/?mid=lOUnb5dJ,
USA,NCAA,https://www.flashscore.com/basketball/usa/ncaa/,Utah State vs Nevada,79-66,Finalizado,https://www.flashscore.com/match/basketball/nevada-wolf-pack-6aY3Yf8F/utah-state-fcnO4a09/?mid=z1OW1mcf,
USA,NCAA,https://www.flashscore.com/basketball/usa/ncaa/,California Baptist vs Utah Tech,86-72,Finalizado,https://www.flashscore.com/match/basketball/california-baptist-je1Ct7zB/utah-tech-QqnCrv3M/?mid=C084GnCm,
USA,NCAA,https://www.flashscore.com/basketball/usa/ncaa/,Hawaii vs CS Fullerton,78-63,Finalizado,https://www.flashscore.com/match/basketball/cs-fullerton-0MmYGpjA/hawaii-YqciZj4c/?mid=A7CCdMee,
USA,NCAA,https://www.flashscore.com/basketball/usa/ncaa/,San Diego State vs New Mexico,VS,FRO,https://www.flashscore.com/match/basketball/new-mexico-t4JqGnhl/san-diego-state-tpokcSn2/?mid=rLAKf0Q7,03:59
USA,NCAA,https://www.flashscore.com/basketball/usa/ncaa/,UMBC Retrievers vs Vermont,VS,FRO,https://www.flashscore.com/match/basketball/umbc-retrievers-SQ8eIhUb/vermont-08AXdeNe/?mid=t020lB8s,15:00
USA,NCAA,https://www.flashscore.com/basketball/usa/ncaa/,Yale vs Cornell,VS,FRO,https://www.flashscore.com/match/basketball/cornell-S8kQI6Lc/yale-On7HUpca/?mid=CG6FdogT,15:00
USA,NCAA,https://www.flashscore.com/basketball/usa/ncaa/,Michigan vs Wisconsin,VS,FRO,https://www.flashscore.com/match/basketball/michigan-wolverines-b30DAlio/wisconsin-badgers-EmQPBqSO/?mid=0j62aYUh,17:00
USA,NCAA,https://www.flashscore.com/basketball/usa/ncaa/,St. Louis Billikens vs Dayton,VS,FRO,https://www.flashscore.com/match/basketball/dayton-flyers-javtczK1/st-louis-billikens-Op85jn8K/?mid=pr6t0j3D,17:00
