País,Liga,Link Liga,Partido,Resultado,Estado,Link Partido,Hora
ITALY,Lega A,https://www.flashscore.com/basketball/italy/lega-a/,Venezia vs Olimpia Milano,85-90,Finalizado,https://www.flashscore.com/match/basketball/milan-tUT82gR9/venezia-nR1rGe9M/?mid=8xWS0zk4,
ITALY,Lega A,https://www.flashscore.com/basketball/italy/lega-a/,Varese vs Cremona,84-75,Finalizado,https://www.flashscore.com/match/basketball/cremona-vZoLXHUj/varese-4hrT8BJq/?mid=M3EFiWBj,
ITALY,Lega A,https://www.flashscore.com/basketball/italy/lega-a/,Reggiana vs Tortona,88-69,Finalizado,https://www.flashscore.com/match/basketball/derthona-tortona-0OZBANVT/reggiana-4IvWGyfG/?mid=2JXrchlT,
ITALY,Lega A,https://www.flashscore.com/basketball/italy/lega-a/,Virtus Bologna vs Trieste,95-81,Finalizado,https://www.flashscore.com/match/basketball/pallacanestro-trieste-f7SJ0Orj/virtus-bologna-YwDFycYd/?mid=lYb2pF4N,
ITALY,Lega A,https://www.flashscore.com/basketball/italy/lega-a/,Brescia vs Treviso,90-99,Finalizado,https://www.flashscore.com/match/basketball/brescia-AcIKtbth/treviso-SGAOCDed/?mid=p4pYvgSp,
SPAIN,ACB,https://www.flashscore.com/basketball/spain/acb/,Breogan vs Joventut Badalona,93-86,Finalizado,https://www.flashscore.com/match/basketball/joventut-badalona-Sn9ppE18/rio-breogan-tW3U1TQ8/?mid=dpqTod5d,
SPAIN,ACB,https://www.flashscore.com/basketball/spain/acb/,Baskonia vs Barcelona,92-95,Finalizado,https://www.flashscore.com/match/basketball/barcelona-EDQLcAfL/saski-baskonia-8zQPdU9R/?mid=zgcYdMDc,
SPAIN,ACB,https://www.flashscore.com/basketball/spain/acb/,Granada vs MoraBanc Andorra,89-86,Finalizado,https://www.flashscore.com/match/basketball/fundacion-granada-AgZ54n21/morabanc-andorra-AeB582X0/?mid=nPpN772d,
SPAIN,ACB,https://www.flashscore.com/basketball/spain/acb/,Manresa vs San Pablo Burgos,94-101,Finalizado,https://www.flashscore.com/match/basketball/manresa-KAm6vlvR/san-pablo-burgos-MNsJGyjB/?mid=rJ0te0rA,
TURKEY,Super Lig,https://www.flashscore.com/basketball/turkey/super-lig/,Karsiyaka vs Esenler Erokspor,68-67,Finalizado,https://www.flashscore.com/match/basketball/esenler-erokspor-x6ikfuB1/karsiyaka-basket-4phclwNB/?mid=hOnS3a6e,
TURKEY,Super Lig,https://www.flashscore.com/basketball/turkey/super-lig/,Trabzonspor vs Galatasaray,79-69,Finalizado,https://www.flashscore.com/match/basketball/galatasaray-QR2OmUw1/trabzonspor-GQjgX5W0/?mid=CjCgk0i2,
TURKEY,Super Lig,https://www.flashscore.com/basketball/turkey/super-lig/,Bursaspor vs Buyukcekmece,91-72,Finalizado,https://www.flashscore.com/match/basketball/bursaspor-durmazlar-O2jT8AmT/buyukcekmece-8dyPMmPT/?mid=KdZK5Lyq,
USA,NBA - Play Offs,https://www.flashscore.com/basketball/usa/nba/,Minnesota Timberwolves vs Denver Nuggets,112-96,Finalizado,https://www.flashscore.com/match/basketball/denver-nuggets-CxvW27TI/minnesota-timberwolves-KjBIVQcI/?mid=xrxHa8ce,
USA,NBA - Play Offs,https://www.flashscore.com/basketball/usa/nba/,Toronto Raptors vs Cleveland Cavaliers,93-89,Finalizado,https://www.flashscore.com/match/basketball/cleveland-cavaliers-xGk13Tb6/toronto-raptors-CxtbCMdU/?mid=KMX3APBD,
USA,NBA - Play Offs,https://www.flashscore.com/basketball/usa/nba/,Portland Trail Blazers vs San Antonio Spurs,93-114,Finalizado,https://www.flashscore.com/match/basketball/portland-trail-blazers-4Awl14c5/san-antonio-spurs-IwmkErSH/?mid=raVIJTlR,
USA,NBA - Play Offs,https://www.flashscore.com/basketball/usa/nba/,Philadelphia 76ers vs Boston Celtics,10-11,Q17,https://www.flashscore.com/match/basketball/boston-celtics-KYD9hVEm/philadelphia-76ers-vwRW2QSh/?mid=zordgtzg,
AFRICA,BAL,https://www.flashscore.com/basketball/africa/bal/,Ville de Dakar (Sen) vs Al Ahly (Egy),72-76,Finalizado,https://www.flashscore.com/match/basketball/al-ahly-nDmgYhG4/ville-de-dakar-0WjP5yp1/?mid=MPQHDeJE,
AFRICA,BAL,https://www.flashscore.com/basketball/africa/bal/,Maktown Flyers (Nga) vs FUS Rabat (Mar),72-97,Finalizado,https://www.flashscore.com/match/basketball/fus-rabat-CCEl0Q24/maktown-flyers-pOGNNAoA/?mid=UkUPBZmR,
ARGENTINA,Liga A - Play Offs,https://www.flashscore.com/basketball/argentina/liga-a/,Ferro vs Penarol,VS,Finalizado,https://www.flashscore.com/match/basketball/ferro-carril-oeste-2qroXLyp/penarol-0OnqJxtR/?mid=GKuT0NnD,23:30
ARGENTINA,Liga Femenina Women - Clausura - Play Offs,https://www.flashscore.com/basketball/argentina/liga-femenina-women/,Deportivo Chanares W vs Berazategui W,VS,Del,https://www.flashscore.com/match/basketball/berazategui-zkIuVX1R/deportivo-chanares-GrFkLb1K/?mid=2u4MKKB4,
ASIA,Asia Champions League - Qualification,https://www.flashscore.com/basketball/asia/asia-champions-league/,New Taipei Kings vs Taoyuan Pauian Pilots,63-98,Finalizado,https://www.flashscore.com/match/basketball/new-taipei-kings-pp8kTqok/taoyuan-pauian-pilots-W0A1QsV7/?mid=ARMmUC3D,
AUSTRALIA,NBL1 East,https://www.flashscore.com/basketball/australia/nbl1-east/,Maitland M. vs BA CoE,69-86,Finalizado,https://www.flashscore.com/match/basketball/ba-centre-of-excellence-4GjkVqoQ/maitland-mustangs-QySEiT91/?mid=069KzQP8,
AUSTRALIA,NBL1 East,https://www.flashscore.com/basketball/australia/nbl1-east/,Central Coast Crusaders vs Inner West Bulls,76-79,Finalizado,https://www.flashscore.com/match/basketball/central-coast-crusaders-6RHEMr1s/inner-west-bulls-fmqji0GQ/?mid=SGgaTsIr,
AUSTRALIA,NBL1 East,https://www.flashscore.com/basketball/australia/nbl1-east/,Illawarra Hawks 2 vs Norths Bears,111-82,Finalizado,https://www.flashscore.com/match/basketball/illawarra-hawks-CUQH39gn/norths-bears-IolVsdwD/?mid=dY2TY3fL,
AUSTRALIA,NBL1 East Women,https://www.flashscore.com/basketball/australia/nbl1-east-women/,Maitland Mustangs W vs BA CoE W,64-73,Finalizado,https://www.flashscore.com/match/basketball/ba-centre-of-excellence-GtkxBiAP/maitland-mustangs-CE1EEYYl/?mid=Eall29D6,
AUSTRALIA,NBL1 East Women,https://www.flashscore.com/basketball/australia/nbl1-east-women/,Central Coast W vs Inner West Bulls W,78-65,Finalizado,https://www.flashscore.com/match/basketball/central-coast-crusaders-p6ALzKq1/inner-west-bulls-CpVL4JpQ/?mid=zFxc0mrJ,
AUSTRALIA,NBL1 East Women,https://www.flashscore.com/basketball/australia/nbl1-east-women/,Illawarra Hawks W vs Norths Bears W,40-88,Finalizado,https://www.flashscore.com/match/basketball/illawarra-hawks-pUEcnnQe/norths-bears-rTLiac8m/?mid=2LUrOjzQ,
AUSTRALIA,NBL1 North,https://www.flashscore.com/basketball/australia/nbl1-north/,Gold Coast Rollers vs Ipswich Force,97-92,Finalizado,https://www.flashscore.com/match/basketball/gold-coast-rollers-0GbD15hm/ipswich-force-4lpoDWjo/?mid=GhQI01Ek,
AUSTRALIA,NBL1 North Women,https://www.flashscore.com/basketball/australia/nbl1-north-women/,Gold Coast Rollers W vs Ipswich Force W,76-70,Finalizado,https://www.flashscore.com/match/basketball/gold-coast-rollers-ve2tesu3/ipswich-force-OtLpFfrp/?mid=nRwMmkAl,
AUSTRALIA,NBL1 South,https://www.flashscore.com/basketball/australia/nbl1-south/,Ballarat vs Frankston,83-111,Finalizado,https://www.flashscore.com/match/basketball/ballarat-6ZhxaudU/frankston-UapTHtR4/?mid=xdrGF2G7,
AUSTRALIA,NBL1 South,https://www.flashscore.com/basketball/australia/nbl1-south/,Knox vs Diamond Valley,94-87,Finalizado,https://www.flashscore.com/match/basketball/diamond-valley-lbLN3mRc/knox-2PGf3bQT/?mid=IiL2w68E,
AUSTRALIA,NBL1 South,https://www.flashscore.com/basketball/australia/nbl1-south/,Melbourne Tigers vs Kilsyth,98-79,Finalizado,https://www.flashscore.com/match/basketball/kilsyth-82Hj4vBN/melbourne-tigers-63ytLV1l/?mid=OjmzLchm,
AUSTRALIA,NBL1 South,https://www.flashscore.com/basketball/australia/nbl1-south/,Bendigo Braves vs Nunawading,100-117,Finalizado,https://www.flashscore.com/match/basketball/bendigo-braves-0KhCLORu/nunawading-Ob9HMLQi/?mid=KItqJyNa,
AUSTRALIA,NBL1 South Women,https://www.flashscore.com/basketball/australia/nbl1-south-women/,Ballarat W vs Frankston W,91-74,Finalizado,https://www.flashscore.com/match/basketball/ballarat-z1O4E1uO/frankston-UFHvXXSA/?mid=lGe5INr2,
