date,home_name,home_image,away_name,away_image,result_home,result_away,status,venue,referee,attendance,round,totalLocal,firstLocal,secondLocal,thirstLocal,fourthLocal,extraLocal,totalAway,firstAway,secondAway,thirstAway,fourthAway,extraAway
05.03.2026 17:00,USK Prague,https://static.flashscore.com/res/image/data/G2zjDL9r-ChSX0y3Q.png,Slavia Prague,https://static.flashscore.com/res/image/data/hjpUVzgl-jeiZAy37.png,79,72,Finished,,,,,79,19,23,21,16,,72,19,21,17,15,
