date,home_name,home_image,away_name,away_image,status,venue,referee,attendance,round
05.03.2026 22:30,Bauru,https://static.flashscore.com/res/image/data/hSQp7Ejl-tMshiByF.png,Cearense,https://static.flashscore.com/res/image/data/bT4LK2Cr-nR8P1SFG.png,,,,,
