date,home_name,home_image,away_name,away_image,result_home,result_away,status,venue,referee,attendance,round,totalLocal,firstLocal,secondLocal,thirstLocal,fourthLocal,extraLocal,totalAway,firstAway,secondAway,thirstAway,fourthAway,extraAway
05.03.2026 00:00,Georgia Tech,https://static.flashscore.com/res/image/data/dbVZhHAr-x64xfYei.png,California,https://static.flashscore.com/res/image/data/ATmR28il-4rPteusJ.png,65,76,Finished,,,,,65,0,36,0,29,,76,0,32,0,44,
