date,home_name,home_image,away_name,away_image,result_home,result_away,status,venue,referee,attendance,round,totalLocal,firstLocal,secondLocal,thirstLocal,fourthLocal,extraLocal,totalAway,firstAway,secondAway,thirstAway,fourthAway,extraAway
05.03.2026 19:00,Gardner Webb W,https://static.flashscore.com/res/image/data/UV7M86Fa-tK6pnE0J.png,Winthrop W,https://static.flashscore.com/res/image/data/0A2dr6h5-lnql0V1F.png,52,64,Finished,,,,,52,9,15,19,9,,64,13,11,20,20,
