date,home_name,home_image,away_name,away_image,result_home,result_away,status,venue,referee,attendance,round,totalLocal,firstLocal,secondLocal,thirstLocal,fourthLocal,extraLocal,totalAway,firstAway,secondAway,thirstAway,fourthAway,extraAway
05.03.2026 17:45,Fenerbahce,https://static.flashscore.com/res/image/data/zPhuZDil-4O6TfMXl.png,Monaco,https://static.flashscore.com/res/image/data/hbUp8LxS-f91ulBjI.png,88,70,Finished,,,,,88,20,24,22,22,,70,15,21,16,18,
