date,home_name,home_image,away_name,away_image,result_home,result_away,status,venue,referee,attendance,round,totalLocal,firstLocal,secondLocal,thirstLocal,fourthLocal,extraLocal,totalAway,firstAway,secondAway,thirstAway,fourthAway,extraAway
05.03.2026 17:00,Usti n. Labem,https://static.flashscore.com/res/image/data/dhNuJtZA-ddQpGhAG.png,Decin,https://static.flashscore.com/res/image/data/6HSYMEDa-44nCYsyI.png,78,70,Finished,,,,,78,22,19,23,14,,70,15,18,23,14,
