date,home_name,home_image,away_name,away_image,result_home,result_away,status,venue,referee,attendance,round,totalLocal,firstLocal,secondLocal,thirstLocal,fourthLocal,extraLocal,totalAway,firstAway,secondAway,thirstAway,fourthAway,extraAway
05.03.2026 16:30,Czarni Slupsk,https://static.flashscore.com/res/image/data/pdwOaIGG-ET2X8OIU.png,Torun,https://static.flashscore.com/res/image/data/xnNxzuDr-bHlnWCtg.png,103,93,After Overtime,,,,,103,26,29,20,11,17,93,22,19,20,25,7
